"subid","expt","age","gender","order","trial","request_type","question_type","item","correct","age_fct"
"180713-06","v3",4.68,"F","1","12","can you~","rude","game",0,4
"180716-01","v3",4.17,"F","1","0",NA,"rude",NA,1,4
"180716-01","v3",4.17,"F","1","1","please","polite","light",1,4
"180716-01","v3",4.17,"F","1","2","please","polite","water",1,4
"180716-01","v3",4.17,"F","1","3","can you~","rude","toys",1,4
"180716-01","v3",4.17,"F","1","4","can you please~","polite","store",0,4
"180716-01","v3",4.17,"F","1","5","please","rude","chocolate",0,4
"180716-01","v3",4.17,"F","1","6","can you please~","polite","no_singing",0,4
"180716-01","v3",4.17,"F","1","7","can you~","polite","no_running",0,4
"180716-01","v3",4.17,"F","1","8","can you please~","rude","bread",0,4
"180716-01","v3",4.17,"F","1","9","can you please~","rude","scissors",1,4
"180716-01","v3",4.17,"F","1","10","can you~","polite","puzzle",1,4
"180716-01","v3",4.17,"F","1","11","please","rude","no_shouting",1,4
"180716-01","v3",4.17,"F","1","12","can you~","rude","game",1,4
"180716-02","v3",3.18,"M","1","0",NA,"rude",NA,1,3
"180716-02","v3",3.18,"M","1","1","please","polite","light",0,3
"180716-02","v3",3.18,"M","1","2","please","polite","water",1,3
"180716-02","v3",3.18,"M","1","3","can you~","rude","toys",1,3
"180716-02","v3",3.18,"M","1","4","can you please~","polite","store",0,3
"180716-02","v3",3.18,"M","1","5","please","rude","chocolate",0,3
"180716-02","v3",3.18,"M","1","6","can you please~","polite","no_singing",0,3
"180716-02","v3",3.18,"M","1","7","can you~","polite","no_running",0,3
"180716-02","v3",3.18,"M","1","8","can you please~","rude","bread",0,3
"180716-02","v3",3.18,"M","1","9","can you please~","rude","scissors",1,3
"180716-02","v3",3.18,"M","1","10","can you~","polite","puzzle",0,3
"180716-02","v3",3.18,"M","1","11","please","rude","no_shouting",0,3
"180716-02","v3",3.18,"M","1","12","can you~","rude","game",1,3
"180716-03","v3",4.02,"F","1","0",NA,"rude",NA,1,4
"180716-03","v3",4.02,"F","1","1","please","polite","light",1,4
"180716-03","v3",4.02,"F","1","2","please","polite","water",1,4
"180716-03","v3",4.02,"F","1","3","can you~","rude","toys",0,4
"180716-03","v3",4.02,"F","1","4","can you please~","polite","store",1,4
"180716-03","v3",4.02,"F","1","5","please","rude","chocolate",1,4
"180716-03","v3",4.02,"F","1","6","can you please~","polite","no_singing",1,4
"180716-03","v3",4.02,"F","1","7","can you~","polite","no_running",1,4
"180716-03","v3",4.02,"F","1","8","can you please~","rude","bread",0,4
"180716-03","v3",4.02,"F","1","9","can you please~","rude","scissors",1,4
"180716-03","v3",4.02,"F","1","10","can you~","polite","puzzle",1,4
"180716-03","v3",4.02,"F","1","11","please","rude","no_shouting",1,4
"180716-03","v3",4.02,"F","1","12","can you~","rude","game",1,4
"180718-01","v3",4.07,"M","1","0",NA,"rude",NA,1,4
"180718-01","v3",4.07,"M","1","1","please","polite","light",1,4
"180718-01","v3",4.07,"M","1","2","please","polite","water",1,4
"180718-01","v3",4.07,"M","1","3","can you~","rude","toys",1,4
"180718-01","v3",4.07,"M","1","4","can you please~","polite","store",1,4
"180718-01","v3",4.07,"M","1","5","please","rude","chocolate",1,4
"180718-01","v3",4.07,"M","1","6","can you please~","polite","no_singing",1,4
"180718-01","v3",4.07,"M","1","7","can you~","polite","no_running",0,4
"180718-01","v3",4.07,"M","1","8","can you please~","rude","bread",1,4
"180718-01","v3",4.07,"M","1","9","can you please~","rude","scissors",1,4
"180718-01","v3",4.07,"M","1","10","can you~","polite","puzzle",0,4
"180718-01","v3",4.07,"M","1","11","please","rude","no_shouting",0,4
"180718-01","v3",4.07,"M","1","12","can you~","rude","game",1,4
"180718-04","v3",3.26,"F","1","0",NA,"rude",NA,1,3
"180718-04","v3",3.26,"F","1","1","please","polite","light",0,3
"180718-04","v3",3.26,"F","1","2","please","polite","water",0,3
"180718-04","v3",3.26,"F","1","3","can you~","rude","toys",1,3
"180718-04","v3",3.26,"F","1","4","can you please~","polite","store",1,3
"180718-04","v3",3.26,"F","1","5","please","rude","chocolate",0,3
"180718-04","v3",3.26,"F","1","6","can you please~","polite","no_singing",0,3
"180718-04","v3",3.26,"F","1","7","can you~","polite","no_running",1,3
"180718-04","v3",3.26,"F","1","8","can you please~","rude","bread",1,3
"180718-04","v3",3.26,"F","1","9","can you please~","rude","scissors",0,3
"180718-04","v3",3.26,"F","1","10","can you~","polite","puzzle",1,3
"180718-04","v3",3.26,"F","1","11","please","rude","no_shouting",1,3
"180718-04","v3",3.26,"F","1","12","can you~","rude","game",0,3
"180718-05","v3",3.9,"F","1","0",NA,"rude",NA,1,3
"180718-05","v3",3.9,"F","1","1","please","polite","light",1,3
"180718-05","v3",3.9,"F","1","2","please","polite","water",1,3
"180718-05","v3",3.9,"F","1","3","can you~","rude","toys",0,3
"180718-05","v3",3.9,"F","1","4","can you please~","polite","store",1,3
"180718-05","v3",3.9,"F","1","5","please","rude","chocolate",1,3
"180718-05","v3",3.9,"F","1","6","can you please~","polite","no_singing",1,3
"180718-05","v3",3.9,"F","1","7","can you~","polite","no_running",1,3
"180718-05","v3",3.9,"F","1","8","can you please~","rude","bread",0,3
"180718-05","v3",3.9,"F","1","9","can you please~","rude","scissors",0,3
"180718-05","v3",3.9,"F","1","10","can you~","polite","puzzle",0,3
"180718-05","v3",3.9,"F","1","11","please","rude","no_shouting",0,3
"180718-05","v3",3.9,"F","1","12","can you~","rude","game",1,3
"180723-01","v3",3.96,"M","1","0",NA,"rude",NA,1,3
"180723-01","v3",3.96,"M","1","1","please","polite","light",0,3
"180723-01","v3",3.96,"M","1","2","please","polite","water",1,3
"180723-01","v3",3.96,"M","1","3","can you~","rude","toys",1,3
"180723-01","v3",3.96,"M","1","4","can you please~","polite","store",1,3
"180723-01","v3",3.96,"M","1","5","please","rude","chocolate",1,3
"180723-01","v3",3.96,"M","1","6","can you please~","polite","no_singing",1,3
"180723-01","v3",3.96,"M","1","7","can you~","polite","no_running",1,3
"180723-01","v3",3.96,"M","1","8","can you please~","rude","bread",1,3
"180723-01","v3",3.96,"M","1","9","can you please~","rude","scissors",1,3
"180723-01","v3",3.96,"M","1","10","can you~","polite","puzzle",1,3
"180723-01","v3",3.96,"M","1","11","please","rude","no_shouting",0,3
"180723-01","v3",3.96,"M","1","12","can you~","rude","game",1,3
"180727-03","v3",3.05,"M","1","0",NA,"rude",NA,1,3
"180727-03","v3",3.05,"M","1","1","please","polite","light",0,3
"180727-03","v3",3.05,"M","1","2","please","polite","water",0,3
"180727-03","v3",3.05,"M","1","3","can you~","rude","toys",0,3
"180727-03","v3",3.05,"M","1","4","can you please~","polite","store",0,3
"180727-03","v3",3.05,"M","1","5","please","rude","chocolate",0,3
"180727-03","v3",3.05,"M","1","6","can you please~","polite","no_singing",0,3
"180727-03","v3",3.05,"M","1","7","can you~","polite","no_running",0,3
"180727-03","v3",3.05,"M","1","8","can you please~","rude","bread",0,3
"180727-03","v3",3.05,"M","1","9","can you please~","rude","scissors",0,3
"180727-03","v3",3.05,"M","1","10","can you~","polite","puzzle",0,3
"180727-03","v3",3.05,"M","1","11","please","rude","no_shouting",1,3
"180727-03","v3",3.05,"M","1","12","can you~","rude","game",1,3
"180730-01","v3",3.54,"F","1","0",NA,"rude",NA,0,3
"180730-01","v3",3.54,"F","1","1","please","polite","light",1,3
"180730-01","v3",3.54,"F","1","2","please","polite","water",0,3
"180730-01","v3",3.54,"F","1","3","can you~","rude","toys",1,3
"180730-01","v3",3.54,"F","1","4","can you please~","polite","store",1,3
"180730-01","v3",3.54,"F","1","5","please","rude","chocolate",1,3
"180730-01","v3",3.54,"F","1","6","can you please~","polite","no_singing",1,3
"180730-01","v3",3.54,"F","1","7","can you~","polite","no_running",1,3
"180730-01","v3",3.54,"F","1","8","can you please~","rude","bread",0,3
"180730-01","v3",3.54,"F","1","9","can you please~","rude","scissors",0,3
"180730-01","v3",3.54,"F","1","10","can you~","polite","puzzle",0,3
"180730-01","v3",3.54,"F","1","11","please","rude","no_shouting",0,3
"180730-01","v3",3.54,"F","1","12","can you~","rude","game",0,3
"180730-02","v3",3.33,"M","1","0",NA,"rude",NA,1,3
"180730-02","v3",3.33,"M","1","1","please","polite","light",1,3
"180730-02","v3",3.33,"M","1","2","please","polite","water",1,3
"180730-02","v3",3.33,"M","1","3","can you~","rude","toys",1,3
"180730-02","v3",3.33,"M","1","4","can you please~","polite","store",0,3
"180730-02","v3",3.33,"M","1","5","please","rude","chocolate",0,3
"180730-02","v3",3.33,"M","1","6","can you please~","polite","no_singing",0,3
"180730-02","v3",3.33,"M","1","7","can you~","polite","no_running",0,3
"180730-02","v3",3.33,"M","1","8","can you please~","rude","bread",0,3
"180730-02","v3",3.33,"M","1","9","can you please~","rude","scissors",0,3
"180730-02","v3",3.33,"M","1","10","can you~","polite","puzzle",0,3
"180730-02","v3",3.33,"M","1","11","please","rude","no_shouting",0,3
"180730-02","v3",3.33,"M","1","12","can you~","rude","game",0,3
"180801-01","v3",3.73,"M","1","0",NA,"rude",NA,1,3
"180801-01","v3",3.73,"M","1","1","please","polite","light",1,3
"180801-01","v3",3.73,"M","1","2","please","polite","water",0,3
"180801-01","v3",3.73,"M","1","3","can you~","rude","toys",1,3
"180801-01","v3",3.73,"M","1","4","can you please~","polite","store",0,3
"180801-01","v3",3.73,"M","1","5","please","rude","chocolate",1,3
"180801-01","v3",3.73,"M","1","6","can you please~","polite","no_singing",1,3
"180801-01","v3",3.73,"M","1","7","can you~","polite","no_running",1,3
"180801-01","v3",3.73,"M","1","8","can you please~","rude","bread",0,3
"180801-01","v3",3.73,"M","1","9","can you please~","rude","scissors",1,3
"180801-01","v3",3.73,"M","1","10","can you~","polite","puzzle",1,3
"180801-01","v3",3.73,"M","1","11","please","rude","no_shouting",0,3
"180801-01","v3",3.73,"M","1","12","can you~","rude","game",0,3
"180806-01","v3",3.56,"F","1","0",NA,"rude",NA,1,3
"180806-01","v3",3.56,"F","1","1","please","polite","light",0,3
"180806-01","v3",3.56,"F","1","2","please","polite","water",1,3
"180806-01","v3",3.56,"F","1","3","can you~","rude","toys",0,3
"180806-01","v3",3.56,"F","1","4","can you please~","polite","store",0,3
"180806-01","v3",3.56,"F","1","5","please","rude","chocolate",0,3
"180806-01","v3",3.56,"F","1","6","can you please~","polite","no_singing",1,3
"180806-01","v3",3.56,"F","1","7","can you~","polite","no_running",1,3
"180806-01","v3",3.56,"F","1","8","can you please~","rude","bread",0,3
"180806-01","v3",3.56,"F","1","9","can you please~","rude","scissors",1,3
"180806-01","v3",3.56,"F","1","10","can you~","polite","puzzle",1,3
"180806-01","v3",3.56,"F","1","11","please","rude","no_shouting",0,3
"180806-01","v3",3.56,"F","1","12","can you~","rude","game",0,3
"180806-02","v3",3.56,"M","1","0",NA,"rude",NA,1,3
"180806-02","v3",3.56,"M","1","1","please","polite","light",1,3
"180806-02","v3",3.56,"M","1","2","please","polite","water",1,3
"180806-02","v3",3.56,"M","1","3","can you~","rude","toys",1,3
"180806-02","v3",3.56,"M","1","4","can you please~","polite","store",0,3
"180806-02","v3",3.56,"M","1","5","please","rude","chocolate",1,3
"180806-02","v3",3.56,"M","1","6","can you please~","polite","no_singing",1,3
"180806-02","v3",3.56,"M","1","7","can you~","polite","no_running",0,3
"180806-02","v3",3.56,"M","1","8","can you please~","rude","bread",1,3
"180806-02","v3",3.56,"M","1","9","can you please~","rude","scissors",1,3
"180806-02","v3",3.56,"M","1","10","can you~","polite","puzzle",1,3
"180806-02","v3",3.56,"M","1","11","please","rude","no_shouting",0,3
"180806-02","v3",3.56,"M","1","12","can you~","rude","game",1,3
"180417-01","v3",3.713888889,"M","1","0",NA,"polite",NA,1,3
"180417-01","v3",3.713888889,"M","1","1","please","polite","light",NA,3
"180417-01","v3",3.713888889,"M","1","2","please","polite","water",NA,3
"180417-01","v3",3.713888889,"M","1","3","can you~","polite","toys",NA,3
"180417-01","v3",3.713888889,"M","1","4","can you please~","polite","store",NA,3
"180417-01","v3",3.713888889,"M","1","5","please","polite","chocolate",NA,3
"180417-01","v3",3.713888889,"M","1","6","can you please~","polite","no_singing",NA,3
"180417-01","v3",3.713888889,"M","1","7","can you~","polite","no_running",NA,3
"180417-01","v3",3.713888889,"M","1","8","can you please~","polite","bread",NA,3
"180417-01","v3",3.713888889,"M","1","9","can you please~","polite","scissors",NA,3
"180417-01","v3",3.713888889,"M","1","10","can you~","polite","puzzle",NA,3
"180417-01","v3",3.713888889,"M","1","11","please","polite","no_shouting",NA,3
"180417-01","v3",3.713888889,"M","1","12","can you~","polite","game",NA,3
"180417-02","v3",3.722222222,"F","1","0",NA,"polite",NA,1,3
"180417-02","v3",3.722222222,"F","1","1","please","polite","light",NA,3
"180417-02","v3",3.722222222,"F","1","2","please","polite","water",NA,3
"180417-02","v3",3.722222222,"F","1","3","can you~","polite","toys",NA,3
"180417-02","v3",3.722222222,"F","1","4","can you please~","polite","store",NA,3
"180417-02","v3",3.722222222,"F","1","5","please","polite","chocolate",NA,3
"180417-02","v3",3.722222222,"F","1","6","can you please~","polite","no_singing",NA,3
"180417-02","v3",3.722222222,"F","1","7","can you~","polite","no_running",NA,3
"180417-02","v3",3.722222222,"F","1","8","can you please~","polite","bread",NA,3
"180417-02","v3",3.722222222,"F","1","9","can you please~","polite","scissors",NA,3
"180417-02","v3",3.722222222,"F","1","10","can you~","polite","puzzle",NA,3
"180417-02","v3",3.722222222,"F","1","11","please","polite","no_shouting",NA,3
"180417-02","v3",3.722222222,"F","1","12","can you~","polite","game",NA,3
"180417-03","v3",4.252777778,"M","1","0",NA,"polite",NA,1,4
"180417-03","v3",4.252777778,"M","1","1","please","polite","light",NA,4
"180417-03","v3",4.252777778,"M","1","2","please","polite","water",NA,4
"180417-03","v3",4.252777778,"M","1","3","can you~","polite","toys",NA,4
"180417-03","v3",4.252777778,"M","1","4","can you please~","polite","store",NA,4
"180417-03","v3",4.252777778,"M","1","5","please","polite","chocolate",NA,4
"180417-03","v3",4.252777778,"M","1","6","can you please~","polite","no_singing",NA,4
"180417-03","v3",4.252777778,"M","1","7","can you~","polite","no_running",NA,4
"180417-03","v3",4.252777778,"M","1","8","can you please~","polite","bread",NA,4
"180417-03","v3",4.252777778,"M","1","9","can you please~","polite","scissors",NA,4
"180417-03","v3",4.252777778,"M","1","10","can you~","polite","puzzle",NA,4
"180417-03","v3",4.252777778,"M","1","11","please","polite","no_shouting",NA,4
"180417-03","v3",4.252777778,"M","1","12","can you~","polite","game",NA,4
"180419-01","v3",4.775,"M","1","0",NA,"polite",NA,1,4
"180419-02","v3",4.2,"M","1","0",NA,"polite",NA,1,4
"180419-02","v3",4.2,"M","1","1","please","polite","light",NA,4
"180419-02","v3",4.2,"M","1","2","please","polite","water",NA,4
"180419-02","v3",4.2,"M","1","3","can you~","polite","toys",NA,4
"180419-02","v3",4.2,"M","1","4","can you please~","polite","store",NA,4
"180419-02","v3",4.2,"M","1","5","please","polite","chocolate",NA,4
"180419-02","v3",4.2,"M","1","6","can you please~","polite","no_singing",NA,4
"180419-02","v3",4.2,"M","1","7","can you~","polite","no_running",NA,4
"180419-02","v3",4.2,"M","1","8","can you please~","polite","bread",NA,4
"180419-02","v3",4.2,"M","1","9","can you please~","polite","scissors",NA,4
"180419-02","v3",4.2,"M","1","10","can you~","polite","puzzle",NA,4
"180419-02","v3",4.2,"M","1","11","please","polite","no_shouting",NA,4
"180419-02","v3",4.2,"M","1","12","can you~","polite","game",NA,4
"180424-01","v3",3.733333333,"F","1","0",NA,"polite",NA,1,3
"180424-01","v3",3.733333333,"F","1","1","please","polite","light",NA,3
"180424-01","v3",3.733333333,"F","1","2","please","polite","water",NA,3
"180424-01","v3",3.733333333,"F","1","3","can you~","polite","toys",NA,3
"180424-01","v3",3.733333333,"F","1","4","can you please~","polite","store",NA,3
"180424-01","v3",3.733333333,"F","1","5","please","polite","chocolate",NA,3
"180424-01","v3",3.733333333,"F","1","6","can you please~","polite","no_singing",NA,3
"180424-01","v3",3.733333333,"F","1","7","can you~","polite","no_running",NA,3
"180424-01","v3",3.733333333,"F","1","8","can you please~","polite","bread",NA,3
"180424-01","v3",3.733333333,"F","1","9","can you please~","polite","scissors",NA,3
"180424-01","v3",3.733333333,"F","1","10","can you~","polite","puzzle",NA,3
"180424-01","v3",3.733333333,"F","1","11","please","polite","no_shouting",NA,3
"180424-01","v3",3.733333333,"F","1","12","can you~","polite","game",NA,3
"180424-02","v3",4.622222222,"F","1","0",NA,"polite",NA,1,4
"180424-02","v3",4.622222222,"F","1","1","please","polite","light",NA,4
"180424-02","v3",4.622222222,"F","1","2","please","polite","water",NA,4
"180424-02","v3",4.622222222,"F","1","3","can you~","polite","toys",NA,4
"180424-02","v3",4.622222222,"F","1","4","can you please~","polite","store",NA,4
"180424-02","v3",4.622222222,"F","1","5","please","polite","chocolate",NA,4
"180424-02","v3",4.622222222,"F","1","6","can you please~","polite","no_singing",NA,4
"180424-02","v3",4.622222222,"F","1","7","can you~","polite","no_running",NA,4
"180424-02","v3",4.622222222,"F","1","8","can you please~","polite","bread",NA,4
"180424-02","v3",4.622222222,"F","1","9","can you please~","polite","scissors",NA,4
"180424-02","v3",4.622222222,"F","1","10","can you~","polite","puzzle",NA,4
"180424-02","v3",4.622222222,"F","1","11","please","polite","no_shouting",NA,4
"180424-02","v3",4.622222222,"F","1","12","can you~","polite","game",NA,4
"180426-01","v3",4.844444444,"M","1","0",NA,"polite",NA,1,4
"180426-01","v3",4.844444444,"M","1","1","please","polite","light",NA,4
"180426-01","v3",4.844444444,"M","1","2","please","polite","water",NA,4
"180426-01","v3",4.844444444,"M","1","3","can you~","polite","toys",NA,4
"180426-01","v3",4.844444444,"M","1","4","can you please~","polite","store",NA,4
"180426-01","v3",4.844444444,"M","1","5","please","polite","chocolate",NA,4
"180426-01","v3",4.844444444,"M","1","6","can you please~","polite","no_singing",NA,4
"180426-01","v3",4.844444444,"M","1","7","can you~","polite","no_running",NA,4
"180426-01","v3",4.844444444,"M","1","8","can you please~","polite","bread",NA,4
"180426-01","v3",4.844444444,"M","1","9","can you please~","polite","scissors",NA,4
"180426-01","v3",4.844444444,"M","1","10","can you~","polite","puzzle",NA,4
"180426-01","v3",4.844444444,"M","1","11","please","polite","no_shouting",NA,4
"180426-01","v3",4.844444444,"M","1","12","can you~","polite","game",NA,4
"180426-03","v3",3.944444444,"F","1","0",NA,"polite",NA,1,3
"180426-03","v3",3.944444444,"F","1","3","can you~","polite","toys",NA,3
"180426-03","v3",3.944444444,"F","1","1","please","polite","light",NA,3
"180426-03","v3",3.944444444,"F","1","2","please","polite","water",NA,3
"180426-03","v3",3.944444444,"F","1","4","can you please~","polite","store",NA,3
"180426-03","v3",3.944444444,"F","1","5","please","polite","chocolate",NA,3
"180426-03","v3",3.944444444,"F","1","6","can you please~","polite","no_singing",NA,3
"180426-03","v3",3.944444444,"F","1","7","can you~","polite","no_running",NA,3
"180426-03","v3",3.944444444,"F","1","8","can you please~","polite","bread",NA,3
"180426-03","v3",3.944444444,"F","1","9","can you please~","polite","scissors",NA,3
"180426-03","v3",3.944444444,"F","1","10","can you~","polite","puzzle",NA,3
"180426-03","v3",3.944444444,"F","1","11","please","polite","no_shouting",NA,3
"180426-03","v3",3.944444444,"F","1","12","can you~","polite","game",NA,3
"180501-01","v3",4.119444444,"F","1","0",NA,"polite",NA,1,4
"180501-01","v3",4.119444444,"F","1","1","please","polite","light",NA,4
"180501-01","v3",4.119444444,"F","1","2","please","polite","water",NA,4
"180501-01","v3",4.119444444,"F","1","3","can you~","polite","toys",NA,4
"180501-01","v3",4.119444444,"F","1","4","can you please~","polite","store",NA,4
"180501-01","v3",4.119444444,"F","1","5","please","polite","chocolate",NA,4
"180501-01","v3",4.119444444,"F","1","6","can you please~","polite","no_singing",NA,4
"180501-01","v3",4.119444444,"F","1","7","can you~","polite","no_running",NA,4
"180501-01","v3",4.119444444,"F","1","8","can you please~","polite","bread",NA,4
"180501-01","v3",4.119444444,"F","1","9","can you please~","polite","scissors",NA,4
"180501-01","v3",4.119444444,"F","1","10","can you~","polite","puzzle",NA,4
"180501-01","v3",4.119444444,"F","1","11","please","polite","no_shouting",NA,4
"180501-01","v3",4.119444444,"F","1","12","can you~","polite","game",NA,4
"180501pm-02","v3",4.894444444,"F","1","0",NA,"polite",NA,1,4
"180501pm-02","v3",4.894444444,"F","1","1","please","polite","light",NA,4
"180501pm-02","v3",4.894444444,"F","1","2","please","polite","water",NA,4
"180501pm-02","v3",4.894444444,"F","1","3","can you~","polite","toys",NA,4
"180501pm-02","v3",4.894444444,"F","1","4","can you please~","polite","store",NA,4
"180501pm-02","v3",4.894444444,"F","1","5","please","polite","chocolate",NA,4
"180501pm-02","v3",4.894444444,"F","1","6","can you please~","polite","no_singing",NA,4
"180501pm-02","v3",4.894444444,"F","1","7","can you~","polite","no_running",NA,4
"180501pm-02","v3",4.894444444,"F","1","8","can you please~","polite","bread",NA,4
"180501pm-02","v3",4.894444444,"F","1","9","can you please~","polite","scissors",NA,4
"180501pm-02","v3",4.894444444,"F","1","10","can you~","polite","puzzle",NA,4
"180501pm-02","v3",4.894444444,"F","1","11","please","polite","no_shouting",NA,4
"180501pm-02","v3",4.894444444,"F","1","12","can you~","polite","game",NA,4
"180501pm-03","v3",4.319444444,"M","1","0",NA,"polite",NA,1,4
"180501pm-03","v3",4.319444444,"M","1","1","please","polite","light",NA,4
"180501pm-03","v3",4.319444444,"M","1","2","please","polite","water",NA,4
"180501pm-03","v3",4.319444444,"M","1","3","can you~","polite","toys",NA,4
"180501pm-03","v3",4.319444444,"M","1","4","can you please~","polite","store",NA,4
"180501pm-03","v3",4.319444444,"M","1","5","please","polite","chocolate",NA,4
"180501pm-03","v3",4.319444444,"M","1","6","can you please~","polite","no_singing",NA,4
"180501pm-03","v3",4.319444444,"M","1","7","can you~","polite","no_running",NA,4
"180501pm-03","v3",4.319444444,"M","1","8","can you please~","polite","bread",NA,4
"180501pm-03","v3",4.319444444,"M","1","9","can you please~","polite","scissors",NA,4
"180501pm-03","v3",4.319444444,"M","1","10","can you~","polite","puzzle",NA,4
"180501pm-03","v3",4.319444444,"M","1","11","please","polite","no_shouting",NA,4
"180501pm-03","v3",4.319444444,"M","1","12","can you~","polite","game",NA,4
"180503-02","v3",4.680555556,"M","1","0",NA,"polite",NA,1,4
"180503-02","v3",4.680555556,"M","1","1","please","polite","light",NA,4
"180503-02","v3",4.680555556,"M","1","2","please","polite","water",NA,4
"180503-02","v3",4.680555556,"M","1","3","can you~","polite","toys",NA,4
"180503-02","v3",4.680555556,"M","1","4","can you please~","polite","store",NA,4
"180503-02","v3",4.680555556,"M","1","5","please","polite","chocolate",NA,4
"180503-02","v3",4.680555556,"M","1","6","can you please~","polite","no_singing",NA,4
"180503-02","v3",4.680555556,"M","1","7","can you~","polite","no_running",NA,4
"180503-02","v3",4.680555556,"M","1","8","can you please~","polite","bread",NA,4
"180503-02","v3",4.680555556,"M","1","9","can you please~","polite","scissors",NA,4
"180503-02","v3",4.680555556,"M","1","10","can you~","polite","puzzle",NA,4
"180503-02","v3",4.680555556,"M","1","11","please","polite","no_shouting",NA,4
"180503-02","v3",4.680555556,"M","1","12","can you~","polite","game",NA,4
"180517-01","v3",4.625,"F","1","0",NA,"polite",NA,1,4
"180517-01","v3",4.625,"F","1","1","please","polite","light",NA,4
"180517-01","v3",4.625,"F","1","2","please","polite","water",NA,4
"180517-01","v3",4.625,"F","1","3","can you~","polite","toys",NA,4
"180517-01","v3",4.625,"F","1","4","can you please~","polite","store",NA,4
"180517-01","v3",4.625,"F","1","5","please","polite","chocolate",NA,4
"180517-01","v3",4.625,"F","1","6","can you please~","polite","no_singing",NA,4
"180517-01","v3",4.625,"F","1","7","can you~","polite","no_running",NA,4
"180517-01","v3",4.625,"F","1","8","can you please~","polite","bread",NA,4
"180517-01","v3",4.625,"F","1","9","can you please~","polite","scissors",NA,4
"180517-01","v3",4.625,"F","1","10","can you~","polite","puzzle",NA,4
"180517-03","v3",4.619444444,"M","1","0",NA,"polite",NA,1,4
"180517-03","v3",4.619444444,"M","1","1","please","polite","light",NA,4
"180517-03","v3",4.619444444,"M","1","2","please","polite","water",NA,4
"180517-03","v3",4.619444444,"M","1","3","can you~","polite","toys",NA,4
"180517-03","v3",4.619444444,"M","1","4","can you please~","polite","store",NA,4
"180517-03","v3",4.619444444,"M","1","5","please","polite","chocolate",NA,4
"180517-03","v3",4.619444444,"M","1","6","can you please~","polite","no_singing",NA,4
"180517-03","v3",4.619444444,"M","1","7","can you~","polite","no_running",NA,4
"180517-03","v3",4.619444444,"M","1","8","can you please~","polite","bread",NA,4
"180517-03","v3",4.619444444,"M","1","9","can you please~","polite","scissors",NA,4
"180517-03","v3",4.619444444,"M","1","10","can you~","polite","puzzle",NA,4
"180517-03","v3",4.619444444,"M","1","11","please","polite","no_shouting",NA,4
"180517-03","v3",4.619444444,"M","1","12","can you~","polite","game",NA,4
"180517pm-01","v3",4.869444444,"F","1","0",NA,"polite",NA,1,4
"180517pm-01","v3",4.869444444,"F","1","1","please","polite","light",NA,4
"180517pm-01","v3",4.869444444,"F","1","2","please","polite","water",NA,4
"180517pm-01","v3",4.869444444,"F","1","3","can you~","polite","toys",NA,4
"180517pm-01","v3",4.869444444,"F","1","4","can you please~","polite","store",NA,4
"180517pm-01","v3",4.869444444,"F","1","5","please","polite","chocolate",NA,4
"180517pm-01","v3",4.869444444,"F","1","6","can you please~","polite","no_singing",NA,4
"180517pm-01","v3",4.869444444,"F","1","7","can you~","polite","no_running",NA,4
"180517pm-01","v3",4.869444444,"F","1","8","can you please~","polite","bread",NA,4
"180517pm-01","v3",4.869444444,"F","1","9","can you please~","polite","scissors",NA,4
"180517pm-01","v3",4.869444444,"F","1","10","can you~","polite","puzzle",NA,4
"180517pm-01","v3",4.869444444,"F","1","11","please","polite","no_shouting",NA,4
"180517pm-01","v3",4.869444444,"F","1","12","can you~","polite","game",NA,4
"180517pm-03","v3",4.611111111,"F","1","0",NA,"polite",NA,0,4
"180517pm-03","v3",4.611111111,"F","1","1","please","polite","light",NA,4
"180517pm-03","v3",4.611111111,"F","1","2","please","polite","water",NA,4
"180517pm-03","v3",4.611111111,"F","1","3","can you~","polite","toys",NA,4
"180517pm-03","v3",4.611111111,"F","1","4","can you please~","polite","store",NA,4
"180517pm-03","v3",4.611111111,"F","1","5","please","polite","chocolate",NA,4
"180517pm-03","v3",4.611111111,"F","1","6","can you please~","polite","no_singing",NA,4
"180517pm-03","v3",4.611111111,"F","1","7","can you~","polite","no_running",NA,4
"180517pm-03","v3",4.611111111,"F","1","8","can you please~","polite","bread",NA,4
"180517pm-03","v3",4.611111111,"F","1","9","can you please~","polite","scissors",NA,4
"180517pm-03","v3",4.611111111,"F","1","10","can you~","polite","puzzle",NA,4
"180517pm-03","v3",4.611111111,"F","1","11","please","polite","no_shouting",NA,4
"180517pm-03","v3",4.611111111,"F","1","12","can you~","polite","game",NA,4
"180522-01","v3",4.633333333,"M","1","0",NA,"polite",NA,1,4
"180522-01","v3",4.633333333,"M","1","1","please","polite","light",NA,4
"180522-01","v3",4.633333333,"M","1","2","please","polite","water",NA,4
"180522-01","v3",4.633333333,"M","1","3","can you~","polite","toys",NA,4
"180522-01","v3",4.633333333,"M","1","4","can you please~","polite","store",NA,4
"180522-01","v3",4.633333333,"M","1","5","please","polite","chocolate",NA,4
"180522-01","v3",4.633333333,"M","1","6","can you please~","polite","no_singing",NA,4
"180522-01","v3",4.633333333,"M","1","7","can you~","polite","no_running",NA,4
"180522-01","v3",4.633333333,"M","1","8","can you please~","polite","bread",NA,4
"180522-01","v3",4.633333333,"M","1","9","can you please~","polite","scissors",NA,4
