"subid","expt","age","gender","order","trial","request_type","question_type","item","correct","age_fct"
"160728_02","v1",4.12,"F","1","1","please","polite","light",0,4
"160728_03","v1",3.58,"F","1","1","please","polite","light",0,3
"160728_04","v1",3.8,"F","1","1","please","polite","light",1,3
"160728_05","v1",3.74,"F","1","1","please","polite","light",1,3
"160801_02","v1",4.35,"M","1","1","please","polite","light",NA,4
"160803_01","v1",4.41,"M","1","1","please","polite","light",0,4
"160803_02","v1",4.32,"F","1","1","please","polite","light",1,4
"160811_04","v1",4.12,"M","1","1","please","polite","light",1,4
"160811_06","v1",3.96,"F","1","1","please","polite","light",1,3
"160816_03","v1",4.02,"F","1","1","please","polite","light",0,4
"160816_04","v1",3.99,"M","1","1","please","polite","light",0,3
"160816_07","v1",4.56,"F","1","1","please","polite","light",0,4
"160817_02","v1",3.31,"F","1","1","please","polite","light",0,3
"160817_03","v1",3.3,"M","1","1","please","polite","light",0,3
"160817_06","v1",4.22,"M","1","1","please","polite","light",1,4
"160817_08","v1",3.47,"F","1","1","please","polite","light",1,3
"160818_03","v1",4.46,"M","1","1","please","polite","light",1,4
"160819_01","v1",3.36,"F","1","1","please","polite","light",0,3
"160819_03","v1",3.77,"F","1","1","please","polite","light",0,3
"160819_08","v1",4.73,"M","1","1","please","polite","light",1,4
"160822_06","v1",3.5,"F","1","1","please","polite","light",1,3
"160728_02","v1",4.12,"F","1","1","please","play","light",0,4
"160728_03","v1",3.58,"F","1","1","please","play","light",1,3
"160728_04","v1",3.8,"F","1","1","please","play","light",1,3
"160728_05","v1",3.74,"F","1","1","please","play","light",1,3
"160801_02","v1",4.35,"M","1","1","please","play","light",NA,4
"160803_01","v1",4.41,"M","1","1","please","play","light",0,4
"160803_02","v1",4.32,"F","1","1","please","play","light",0,4
"160811_04","v1",4.12,"M","1","1","please","play","light",0,4
"160811_06","v1",3.96,"F","1","1","please","play","light",1,3
"160816_03","v1",4.02,"F","1","1","please","play","light",0,4
"160816_04","v1",3.99,"M","1","1","please","play","light",1,3
"160816_07","v1",4.56,"F","1","1","please","play","light",1,4
"160817_02","v1",3.31,"F","1","1","please","play","light",0,3
"160817_03","v1",3.3,"M","1","1","please","play","light",1,3
"160817_06","v1",4.22,"M","1","1","please","play","light",1,4
"160817_08","v1",3.47,"F","1","1","please","play","light",0,3
"160818_03","v1",4.46,"M","1","1","please","play","light",1,4
"160819_01","v1",3.36,"F","1","1","please","play","light",1,3
"160819_03","v1",3.77,"F","1","1","please","play","light",1,3
"160819_08","v1",4.73,"M","1","1","please","play","light",1,4
"160822_06","v1",3.5,"F","1","1","please","play","light",1,3
"160728_02","v1",4.12,"F","1","2","please","nice","water",1,4
"160728_03","v1",3.58,"F","1","2","please","nice","water",1,3
"160728_04","v1",3.8,"F","1","2","please","nice","water",1,3
"160728_05","v1",3.74,"F","1","2","please","nice","water",1,3
"160801_02","v1",4.35,"M","1","2","please","nice","water",0,4
"160803_01","v1",4.41,"M","1","2","please","nice","water",1,4
"160803_02","v1",4.32,"F","1","2","please","nice","water",0,4
"160811_04","v1",4.12,"M","1","2","please","nice","water",1,4
"160811_06","v1",3.96,"F","1","2","please","nice","water",1,3
"160816_03","v1",4.02,"F","1","2","please","nice","water",0,4
"160816_04","v1",3.99,"M","1","2","please","nice","water",0,3
"160816_07","v1",4.56,"F","1","2","please","nice","water",1,4
"160817_02","v1",3.31,"F","1","2","please","nice","water",0,3
"160817_03","v1",3.3,"M","1","2","please","nice","water",0,3
"160817_06","v1",4.22,"M","1","2","please","nice","water",1,4
"160817_08","v1",3.47,"F","1","2","please","nice","water",0,3
"160818_03","v1",4.46,"M","1","2","please","nice","water",1,4
"160819_01","v1",3.36,"F","1","2","please","nice","water",0,3
"160819_03","v1",3.77,"F","1","2","please","nice","water",1,3
"160819_08","v1",4.73,"M","1","2","please","nice","water",1,4
"160822_06","v1",3.5,"F","1","2","please","nice","water",1,3
"160728_02","v1",4.12,"F","1","2","please","comp","water",1,4
"160728_03","v1",3.58,"F","1","2","please","comp","water",0,3
"160728_04","v1",3.8,"F","1","2","please","comp","water",1,3
"160728_05","v1",3.74,"F","1","2","please","comp","water",1,3
"160801_02","v1",4.35,"M","1","2","please","comp","water",1,4
"160803_01","v1",4.41,"M","1","2","please","comp","water",0,4
"160803_02","v1",4.32,"F","1","2","please","comp","water",1,4
"160811_04","v1",4.12,"M","1","2","please","comp","water",0,4
"160811_06","v1",3.96,"F","1","2","please","comp","water",1,3
"160816_03","v1",4.02,"F","1","2","please","comp","water",0,4
"160816_04","v1",3.99,"M","1","2","please","comp","water",1,3
"160816_07","v1",4.56,"F","1","2","please","comp","water",1,4
"160817_02","v1",3.31,"F","1","2","please","comp","water",0,3
"160817_03","v1",3.3,"M","1","2","please","comp","water",1,3
"160817_06","v1",4.22,"M","1","2","please","comp","water",1,4
"160817_08","v1",3.47,"F","1","2","please","comp","water",0,3
"160818_03","v1",4.46,"M","1","2","please","comp","water",1,4
"160819_01","v1",3.36,"F","1","2","please","comp","water",1,3
"160819_03","v1",3.77,"F","1","2","please","comp","water",1,3
"160819_08","v1",4.73,"M","1","2","please","comp","water",1,4
"160822_06","v1",3.5,"F","1","2","please","comp","water",1,3
"160728_02","v1",4.12,"F","1","3","can you~","mean","toys",1,4
"160728_03","v1",3.58,"F","1","3","can you~","mean","toys",0,3
"160728_04","v1",3.8,"F","1","3","can you~","mean","toys",1,3
"160728_05","v1",3.74,"F","1","3","can you~","mean","toys",1,3
"160801_02","v1",4.35,"M","1","3","can you~","mean","toys",0,4
"160803_01","v1",4.41,"M","1","3","can you~","mean","toys",1,4
"160803_02","v1",4.32,"F","1","3","can you~","mean","toys",0,4
"160811_04","v1",4.12,"M","1","3","can you~","mean","toys",1,4
"160811_06","v1",3.96,"F","1","3","can you~","mean","toys",0,3
"160816_03","v1",4.02,"F","1","3","can you~","mean","toys",1,4
"160816_04","v1",3.99,"M","1","3","can you~","mean","toys",1,3
"160816_07","v1",4.56,"F","1","3","can you~","mean","toys",1,4
"160817_02","v1",3.31,"F","1","3","can you~","mean","toys",1,3
"160817_03","v1",3.3,"M","1","3","can you~","mean","toys",0,3
"160817_06","v1",4.22,"M","1","3","can you~","mean","toys",1,4
"160817_08","v1",3.47,"F","1","3","can you~","mean","toys",0,3
"160818_03","v1",4.46,"M","1","3","can you~","mean","toys",1,4
"160819_01","v1",3.36,"F","1","3","can you~","mean","toys",0,3
"160819_03","v1",3.77,"F","1","3","can you~","mean","toys",1,3
"160819_08","v1",4.73,"M","1","3","can you~","mean","toys",0,4
"160822_06","v1",3.5,"F","1","3","can you~","mean","toys",1,3
"160728_02","v1",4.12,"F","1","3","can you~","play","toys",1,4
"160728_03","v1",3.58,"F","1","3","can you~","play","toys",1,3
"160728_04","v1",3.8,"F","1","3","can you~","play","toys",1,3
"160728_05","v1",3.74,"F","1","3","can you~","play","toys",0,3
"160801_02","v1",4.35,"M","1","3","can you~","play","toys",NA,4
"160803_01","v1",4.41,"M","1","3","can you~","play","toys",1,4
"160803_02","v1",4.32,"F","1","3","can you~","play","toys",1,4
"160811_04","v1",4.12,"M","1","3","can you~","play","toys",1,4
"160811_06","v1",3.96,"F","1","3","can you~","play","toys",1,3
"160816_03","v1",4.02,"F","1","3","can you~","play","toys",1,4
"160816_04","v1",3.99,"M","1","3","can you~","play","toys",1,3
"160816_07","v1",4.56,"F","1","3","can you~","play","toys",1,4
"160817_02","v1",3.31,"F","1","3","can you~","play","toys",0,3
"160817_03","v1",3.3,"M","1","3","can you~","play","toys",1,3
"160817_06","v1",4.22,"M","1","3","can you~","play","toys",1,4
"160817_08","v1",3.47,"F","1","3","can you~","play","toys",1,3
"160818_03","v1",4.46,"M","1","3","can you~","play","toys",1,4
"160819_01","v1",3.36,"F","1","3","can you~","play","toys",0,3
"160819_03","v1",3.77,"F","1","3","can you~","play","toys",1,3
"160819_08","v1",4.73,"M","1","3","can you~","play","toys",0,4
"160822_06","v1",3.5,"F","1","3","can you~","play","toys",1,3
"160728_02","v1",4.12,"F","1","4","can you please~","nice","store",1,4
"160728_03","v1",3.58,"F","1","4","can you please~","nice","store",1,3
"160728_04","v1",3.8,"F","1","4","can you please~","nice","store",1,3
"160728_05","v1",3.74,"F","1","4","can you please~","nice","store",1,3
"160801_02","v1",4.35,"M","1","4","can you please~","nice","store",1,4
"160803_01","v1",4.41,"M","1","4","can you please~","nice","store",1,4
"160803_02","v1",4.32,"F","1","4","can you please~","nice","store",1,4
"160811_04","v1",4.12,"M","1","4","can you please~","nice","store",1,4
"160811_06","v1",3.96,"F","1","4","can you please~","nice","store",1,3
"160816_03","v1",4.02,"F","1","4","can you please~","nice","store",1,4
"160816_04","v1",3.99,"M","1","4","can you please~","nice","store",1,3
"160816_07","v1",4.56,"F","1","4","can you please~","nice","store",1,4
"160817_02","v1",3.31,"F","1","4","can you please~","nice","store",1,3
"160817_03","v1",3.3,"M","1","4","can you please~","nice","store",0,3
"160817_06","v1",4.22,"M","1","4","can you please~","nice","store",1,4
"160817_08","v1",3.47,"F","1","4","can you please~","nice","store",1,3
"160818_03","v1",4.46,"M","1","4","can you please~","nice","store",1,4
"160819_01","v1",3.36,"F","1","4","can you please~","nice","store",1,3
"160819_03","v1",3.77,"F","1","4","can you please~","nice","store",1,3
"160819_08","v1",4.73,"M","1","4","can you please~","nice","store",1,4
"160822_06","v1",3.5,"F","1","4","can you please~","nice","store",1,3
"160728_02","v1",4.12,"F","1","4","can you please~","comp","store",1,4
"160728_03","v1",3.58,"F","1","4","can you please~","comp","store",0,3
"160728_04","v1",3.8,"F","1","4","can you please~","comp","store",1,3
"160728_05","v1",3.74,"F","1","4","can you please~","comp","store",1,3
"160801_02","v1",4.35,"M","1","4","can you please~","comp","store",1,4
"160803_01","v1",4.41,"M","1","4","can you please~","comp","store",0,4
"160803_02","v1",4.32,"F","1","4","can you please~","comp","store",1,4
"160811_04","v1",4.12,"M","1","4","can you please~","comp","store",0,4
"160811_06","v1",3.96,"F","1","4","can you please~","comp","store",0,3
"160816_03","v1",4.02,"F","1","4","can you please~","comp","store",1,4
"160816_04","v1",3.99,"M","1","4","can you please~","comp","store",0,3
"160816_07","v1",4.56,"F","1","4","can you please~","comp","store",1,4
"160817_02","v1",3.31,"F","1","4","can you please~","comp","store",1,3
"160817_03","v1",3.3,"M","1","4","can you please~","comp","store",1,3
"160817_06","v1",4.22,"M","1","4","can you please~","comp","store",0,4
"160817_08","v1",3.47,"F","1","4","can you please~","comp","store",0,3
"160818_03","v1",4.46,"M","1","4","can you please~","comp","store",1,4
"160819_01","v1",3.36,"F","1","4","can you please~","comp","store",0,3
"160819_03","v1",3.77,"F","1","4","can you please~","comp","store",0,3
"160819_08","v1",4.73,"M","1","4","can you please~","comp","store",1,4
"160822_06","v1",3.5,"F","1","4","can you please~","comp","store",0,3
"160728_02","v1",4.12,"F","1","5","please","mean","chocolate",1,4
"160728_03","v1",3.58,"F","1","5","please","mean","chocolate",0,3
"160728_04","v1",3.8,"F","1","5","please","mean","chocolate",1,3
"160728_05","v1",3.74,"F","1","5","please","mean","chocolate",1,3
"160801_02","v1",4.35,"M","1","5","please","mean","chocolate",0,4
"160803_01","v1",4.41,"M","1","5","please","mean","chocolate",1,4
"160803_02","v1",4.32,"F","1","5","please","mean","chocolate",1,4
"160811_04","v1",4.12,"M","1","5","please","mean","chocolate",1,4
"160811_06","v1",3.96,"F","1","5","please","mean","chocolate",1,3
"160816_03","v1",4.02,"F","1","5","please","mean","chocolate",1,4
"160816_04","v1",3.99,"M","1","5","please","mean","chocolate",1,3
"160816_07","v1",4.56,"F","1","5","please","mean","chocolate",1,4
"160817_02","v1",3.31,"F","1","5","please","mean","chocolate",0,3
"160817_03","v1",3.3,"M","1","5","please","mean","chocolate",1,3
"160817_06","v1",4.22,"M","1","5","please","mean","chocolate",1,4
"160817_08","v1",3.47,"F","1","5","please","mean","chocolate",0,3
"160818_03","v1",4.46,"M","1","5","please","mean","chocolate",1,4
"160819_01","v1",3.36,"F","1","5","please","mean","chocolate",1,3
"160819_03","v1",3.77,"F","1","5","please","mean","chocolate",1,3
"160819_08","v1",4.73,"M","1","5","please","mean","chocolate",1,4
"160822_06","v1",3.5,"F","1","5","please","mean","chocolate",1,3
"160728_02","v1",4.12,"F","1","5","please","comp","chocolate",1,4
"160728_03","v1",3.58,"F","1","5","please","comp","chocolate",0,3
"160728_04","v1",3.8,"F","1","5","please","comp","chocolate",1,3
"160728_05","v1",3.74,"F","1","5","please","comp","chocolate",1,3
"160801_02","v1",4.35,"M","1","5","please","comp","chocolate",NA,4
"160803_01","v1",4.41,"M","1","5","please","comp","chocolate",1,4
"160803_02","v1",4.32,"F","1","5","please","comp","chocolate",1,4
"160811_04","v1",4.12,"M","1","5","please","comp","chocolate",1,4
"160811_06","v1",3.96,"F","1","5","please","comp","chocolate",0,3
"160816_03","v1",4.02,"F","1","5","please","comp","chocolate",1,4
"160816_04","v1",3.99,"M","1","5","please","comp","chocolate",1,3
"160816_07","v1",4.56,"F","1","5","please","comp","chocolate",0,4
"160817_02","v1",3.31,"F","1","5","please","comp","chocolate",0,3
"160817_03","v1",3.3,"M","1","5","please","comp","chocolate",1,3
"160817_06","v1",4.22,"M","1","5","please","comp","chocolate",1,4
"160817_08","v1",3.47,"F","1","5","please","comp","chocolate",0,3
"160818_03","v1",4.46,"M","1","5","please","comp","chocolate",1,4
"160819_01","v1",3.36,"F","1","5","please","comp","chocolate",1,3
"160819_03","v1",3.77,"F","1","5","please","comp","chocolate",1,3
"160819_08","v1",4.73,"M","1","5","please","comp","chocolate",1,4
"160822_06","v1",3.5,"F","1","5","please","comp","chocolate",1,3
"160728_02","v1",4.12,"F","1","6","can you please~","polite","no_singing",1,4
"160728_03","v1",3.58,"F","1","6","can you please~","polite","no_singing",1,3
"160728_04","v1",3.8,"F","1","6","can you please~","polite","no_singing",1,3
"160728_05","v1",3.74,"F","1","6","can you please~","polite","no_singing",1,3
"160801_02","v1",4.35,"M","1","6","can you please~","polite","no_singing",NA,4
"160803_01","v1",4.41,"M","1","6","can you please~","polite","no_singing",1,4
"160803_02","v1",4.32,"F","1","6","can you please~","polite","no_singing",1,4
"160811_04","v1",4.12,"M","1","6","can you please~","polite","no_singing",1,4
"160811_06","v1",3.96,"F","1","6","can you please~","polite","no_singing",1,3
"160816_03","v1",4.02,"F","1","6","can you please~","polite","no_singing",1,4
"160816_04","v1",3.99,"M","1","6","can you please~","polite","no_singing",1,3
"160816_07","v1",4.56,"F","1","6","can you please~","polite","no_singing",0,4
"160817_02","v1",3.31,"F","1","6","can you please~","polite","no_singing",1,3
"160817_03","v1",3.3,"M","1","6","can you please~","polite","no_singing",0,3
"160817_06","v1",4.22,"M","1","6","can you please~","polite","no_singing",1,4
"160817_08","v1",3.47,"F","1","6","can you please~","polite","no_singing",0,3
"160818_03","v1",4.46,"M","1","6","can you please~","polite","no_singing",1,4
"160819_01","v1",3.36,"F","1","6","can you please~","polite","no_singing",1,3
"160819_03","v1",3.77,"F","1","6","can you please~","polite","no_singing",1,3
"160819_08","v1",4.73,"M","1","6","can you please~","polite","no_singing",1,4
"160822_06","v1",3.5,"F","1","6","can you please~","polite","no_singing",1,3
"160728_02","v1",4.12,"F","1","6","can you please~","play","no_singing",1,4
"160728_03","v1",3.58,"F","1","6","can you please~","play","no_singing",0,3
"160728_04","v1",3.8,"F","1","6","can you please~","play","no_singing",1,3
"160728_05","v1",3.74,"F","1","6","can you please~","play","no_singing",1,3
"160801_02","v1",4.35,"M","1","6","can you please~","play","no_singing",NA,4
"160803_01","v1",4.41,"M","1","6","can you please~","play","no_singing",0,4
"160803_02","v1",4.32,"F","1","6","can you please~","play","no_singing",0,4
"160811_04","v1",4.12,"M","1","6","can you please~","play","no_singing",1,4
"160811_06","v1",3.96,"F","1","6","can you please~","play","no_singing",1,3
"160816_03","v1",4.02,"F","1","6","can you please~","play","no_singing",1,4
"160816_04","v1",3.99,"M","1","6","can you please~","play","no_singing",0,3
"160816_07","v1",4.56,"F","1","6","can you please~","play","no_singing",1,4
"160817_02","v1",3.31,"F","1","6","can you please~","play","no_singing",1,3
"160817_03","v1",3.3,"M","1","6","can you please~","play","no_singing",1,3
"160817_06","v1",4.22,"M","1","6","can you please~","play","no_singing",1,4
"160817_08","v1",3.47,"F","1","6","can you please~","play","no_singing",1,3
"160818_03","v1",4.46,"M","1","6","can you please~","play","no_singing",1,4
"160819_01","v1",3.36,"F","1","6","can you please~","play","no_singing",0,3
"160819_03","v1",3.77,"F","1","6","can you please~","play","no_singing",1,3
"160819_08","v1",4.73,"M","1","6","can you please~","play","no_singing",1,4
"160822_06","v1",3.5,"F","1","6","can you please~","play","no_singing",1,3
"160728_02","v1",4.12,"F","1","7","can you~","nice","no_running",1,4
"160728_03","v1",3.58,"F","1","7","can you~","nice","no_running",1,3
"160728_04","v1",3.8,"F","1","7","can you~","nice","no_running",1,3
"160728_05","v1",3.74,"F","1","7","can you~","nice","no_running",1,3
"160801_02","v1",4.35,"M","1","7","can you~","nice","no_running",NA,4
"160803_01","v1",4.41,"M","1","7","can you~","nice","no_running",1,4
"160803_02","v1",4.32,"F","1","7","can you~","nice","no_running",1,4
"160811_04","v1",4.12,"M","1","7","can you~","nice","no_running",1,4
"160811_06","v1",3.96,"F","1","7","can you~","nice","no_running",1,3
"160816_03","v1",4.02,"F","1","7","can you~","nice","no_running",1,4
"160816_04","v1",3.99,"M","1","7","can you~","nice","no_running",1,3
"160816_07","v1",4.56,"F","1","7","can you~","nice","no_running",1,4
"160817_02","v1",3.31,"F","1","7","can you~","nice","no_running",1,3
"160817_03","v1",3.3,"M","1","7","can you~","nice","no_running",NA,3
"160817_06","v1",4.22,"M","1","7","can you~","nice","no_running",1,4
"160817_08","v1",3.47,"F","1","7","can you~","nice","no_running",1,3
"160818_03","v1",4.46,"M","1","7","can you~","nice","no_running",1,4
"160819_01","v1",3.36,"F","1","7","can you~","nice","no_running",1,3
"160819_03","v1",3.77,"F","1","7","can you~","nice","no_running",1,3
"160819_08","v1",4.73,"M","1","7","can you~","nice","no_running",1,4
"160822_06","v1",3.5,"F","1","7","can you~","nice","no_running",1,3
"160728_02","v1",4.12,"F","1","7","can you~","play","no_running",1,4
"160728_03","v1",3.58,"F","1","7","can you~","play","no_running",0,3
"160728_04","v1",3.8,"F","1","7","can you~","play","no_running",1,3
"160728_05","v1",3.74,"F","1","7","can you~","play","no_running",1,3
"160801_02","v1",4.35,"M","1","7","can you~","play","no_running",NA,4
"160803_01","v1",4.41,"M","1","7","can you~","play","no_running",0,4
"160803_02","v1",4.32,"F","1","7","can you~","play","no_running",0,4
"160811_04","v1",4.12,"M","1","7","can you~","play","no_running",1,4
"160811_06","v1",3.96,"F","1","7","can you~","play","no_running",1,3
"160816_03","v1",4.02,"F","1","7","can you~","play","no_running",1,4
"160816_04","v1",3.99,"M","1","7","can you~","play","no_running",0,3
"160816_07","v1",4.56,"F","1","7","can you~","play","no_running",1,4
"160817_02","v1",3.31,"F","1","7","can you~","play","no_running",1,3
"160817_03","v1",3.3,"M","1","7","can you~","play","no_running",NA,3
"160817_06","v1",4.22,"M","1","7","can you~","play","no_running",1,4
"160817_08","v1",3.47,"F","1","7","can you~","play","no_running",0,3
"160818_03","v1",4.46,"M","1","7","can you~","play","no_running",1,4
"160819_01","v1",3.36,"F","1","7","can you~","play","no_running",0,3
"160819_03","v1",3.77,"F","1","7","can you~","play","no_running",0,3
"160819_08","v1",4.73,"M","1","7","can you~","play","no_running",1,4
"160822_06","v1",3.5,"F","1","7","can you~","play","no_running",1,3
"160728_02","v1",4.12,"F","1","8","can you please~","mean","bread",1,4
"160728_03","v1",3.58,"F","1","8","can you please~","mean","bread",1,3
"160728_04","v1",3.8,"F","1","8","can you please~","mean","bread",1,3
"160728_05","v1",3.74,"F","1","8","can you please~","mean","bread",1,3
"160801_02","v1",4.35,"M","1","8","can you please~","mean","bread",NA,4
"160803_01","v1",4.41,"M","1","8","can you please~","mean","bread",1,4
"160803_02","v1",4.32,"F","1","8","can you please~","mean","bread",1,4
"160811_04","v1",4.12,"M","1","8","can you please~","mean","bread",1,4
"160811_06","v1",3.96,"F","1","8","can you please~","mean","bread",0,3
"160816_03","v1",4.02,"F","1","8","can you please~","mean","bread",1,4
"160816_04","v1",3.99,"M","1","8","can you please~","mean","bread",1,3
"160816_07","v1",4.56,"F","1","8","can you please~","mean","bread",1,4
"160817_02","v1",3.31,"F","1","8","can you please~","mean","bread",0,3
"160817_03","v1",3.3,"M","1","8","can you please~","mean","bread",1,3
"160817_06","v1",4.22,"M","1","8","can you please~","mean","bread",1,4
"160817_08","v1",3.47,"F","1","8","can you please~","mean","bread",1,3
"160818_03","v1",4.46,"M","1","8","can you please~","mean","bread",1,4
"160819_01","v1",3.36,"F","1","8","can you please~","mean","bread",1,3
"160819_03","v1",3.77,"F","1","8","can you please~","mean","bread",1,3
"160819_08","v1",4.73,"M","1","8","can you please~","mean","bread",1,4
"160822_06","v1",3.5,"F","1","8","can you please~","mean","bread",1,3
"160728_02","v1",4.12,"F","1","8","can you please~","play","bread",1,4
"160728_03","v1",3.58,"F","1","8","can you please~","play","bread",1,3
"160728_04","v1",3.8,"F","1","8","can you please~","play","bread",1,3
"160728_05","v1",3.74,"F","1","8","can you please~","play","bread",1,3
"160801_02","v1",4.35,"M","1","8","can you please~","play","bread",NA,4
"160803_01","v1",4.41,"M","1","8","can you please~","play","bread",1,4
"160803_02","v1",4.32,"F","1","8","can you please~","play","bread",1,4
"160811_04","v1",4.12,"M","1","8","can you please~","play","bread",1,4
"160811_06","v1",3.96,"F","1","8","can you please~","play","bread",1,3
"160816_03","v1",4.02,"F","1","8","can you please~","play","bread",1,4
"160816_04","v1",3.99,"M","1","8","can you please~","play","bread",1,3
"160816_07","v1",4.56,"F","1","8","can you please~","play","bread",0,4
"160817_02","v1",3.31,"F","1","8","can you please~","play","bread",0,3
"160817_03","v1",3.3,"M","1","8","can you please~","play","bread",0,3
"160817_06","v1",4.22,"M","1","8","can you please~","play","bread",1,4
"160817_08","v1",3.47,"F","1","8","can you please~","play","bread",1,3
"160818_03","v1",4.46,"M","1","8","can you please~","play","bread",1,4
"160819_01","v1",3.36,"F","1","8","can you please~","play","bread",1,3
"160819_03","v1",3.77,"F","1","8","can you please~","play","bread",1,3
"160819_08","v1",4.73,"M","1","8","can you please~","play","bread",1,4
"160822_06","v1",3.5,"F","1","8","can you please~","play","bread",1,3
"160728_02","v1",4.12,"F","1","9","can you please~","rude","scissors",1,4
"160728_03","v1",3.58,"F","1","9","can you please~","rude","scissors",0,3
"160728_04","v1",3.8,"F","1","9","can you please~","rude","scissors",0,3
"160728_05","v1",3.74,"F","1","9","can you please~","rude","scissors",1,3
"160801_02","v1",4.35,"M","1","9","can you please~","rude","scissors",NA,4
"160803_01","v1",4.41,"M","1","9","can you please~","rude","scissors",1,4
"160803_02","v1",4.32,"F","1","9","can you please~","rude","scissors",0,4
"160811_04","v1",4.12,"M","1","9","can you please~","rude","scissors",1,4
"160811_06","v1",3.96,"F","1","9","can you please~","rude","scissors",0,3
"160816_03","v1",4.02,"F","1","9","can you please~","rude","scissors",1,4
"160816_04","v1",3.99,"M","1","9","can you please~","rude","scissors",1,3
"160816_07","v1",4.56,"F","1","9","can you please~","rude","scissors",1,4
"160817_02","v1",3.31,"F","1","9","can you please~","rude","scissors",1,3
"160817_03","v1",3.3,"M","1","9","can you please~","rude","scissors",0,3
"160817_06","v1",4.22,"M","1","9","can you please~","rude","scissors",1,4
"160817_08","v1",3.47,"F","1","9","can you please~","rude","scissors",1,3
"160818_03","v1",4.46,"M","1","9","can you please~","rude","scissors",1,4
"160819_01","v1",3.36,"F","1","9","can you please~","rude","scissors",1,3
"160819_03","v1",3.77,"F","1","9","can you please~","rude","scissors",0,3
"160819_08","v1",4.73,"M","1","9","can you please~","rude","scissors",0,4
"160822_06","v1",3.5,"F","1","9","can you please~","rude","scissors",1,3
"160728_02","v1",4.12,"F","1","9","can you please~","comp","scissors",1,4
"160728_03","v1",3.58,"F","1","9","can you please~","comp","scissors",0,3
"160728_04","v1",3.8,"F","1","9","can you please~","comp","scissors",0,3
"160728_05","v1",3.74,"F","1","9","can you please~","comp","scissors",1,3
"160801_02","v1",4.35,"M","1","9","can you please~","comp","scissors",NA,4
"160803_01","v1",4.41,"M","1","9","can you please~","comp","scissors",1,4
"160803_02","v1",4.32,"F","1","9","can you please~","comp","scissors",1,4
"160811_04","v1",4.12,"M","1","9","can you please~","comp","scissors",1,4
"160811_06","v1",3.96,"F","1","9","can you please~","comp","scissors",0,3
"160816_03","v1",4.02,"F","1","9","can you please~","comp","scissors",1,4
"160816_04","v1",3.99,"M","1","9","can you please~","comp","scissors",1,3
"160816_07","v1",4.56,"F","1","9","can you please~","comp","scissors",0,4
"160817_02","v1",3.31,"F","1","9","can you please~","comp","scissors",1,3
"160817_03","v1",3.3,"M","1","9","can you please~","comp","scissors",0,3
"160817_06","v1",4.22,"M","1","9","can you please~","comp","scissors",1,4
"160817_08","v1",3.47,"F","1","9","can you please~","comp","scissors",1,3
"160818_03","v1",4.46,"M","1","9","can you please~","comp","scissors",1,4
"160819_01","v1",3.36,"F","1","9","can you please~","comp","scissors",1,3
"160819_03","v1",3.77,"F","1","9","can you please~","comp","scissors",0,3
"160819_08","v1",4.73,"M","1","9","can you please~","comp","scissors",0,4
"160822_06","v1",3.5,"F","1","9","can you please~","comp","scissors",1,3
"160728_02","v1",4.12,"F","1","1","can you~","polite","puzzle",0,4
"160728_03","v1",3.58,"F","1","1","can you~","polite","puzzle",0,3
"160728_04","v1",3.8,"F","1","1","can you~","polite","puzzle",1,3
"160728_05","v1",3.74,"F","1","1","can you~","polite","puzzle",NA,3
"160801_02","v1",4.35,"M","1","1","can you~","polite","puzzle",NA,4
"160803_01","v1",4.41,"M","1","1","can you~","polite","puzzle",1,4
"160803_02","v1",4.32,"F","1","1","can you~","polite","puzzle",NA,4
"160811_04","v1",4.12,"M","1","1","can you~","polite","puzzle",1,4
"160811_06","v1",3.96,"F","1","1","can you~","polite","puzzle",0,3
"160816_03","v1",4.02,"F","1","1","can you~","polite","puzzle",1,4
"160816_04","v1",3.99,"M","1","1","can you~","polite","puzzle",1,3
"160816_07","v1",4.56,"F","1","1","can you~","polite","puzzle",0,4
"160817_02","v1",3.31,"F","1","1","can you~","polite","puzzle",1,3
"160817_03","v1",3.3,"M","1","1","can you~","polite","puzzle",0,3
"160817_06","v1",4.22,"M","1","1","can you~","polite","puzzle",NA,4
"160817_08","v1",3.47,"F","1","1","can you~","polite","puzzle",0,3
"160818_03","v1",4.46,"M","1","1","can you~","polite","puzzle",1,4
"160819_01","v1",3.36,"F","1","1","can you~","polite","puzzle",1,3
"160819_03","v1",3.77,"F","1","1","can you~","polite","puzzle",1,3
"160819_08","v1",4.73,"M","1","1","can you~","polite","puzzle",1,4
"160822_06","v1",3.5,"F","1","1","can you~","polite","puzzle",NA,3
"160728_02","v1",4.12,"F","1","1","can you~","comp","puzzle",1,4
"160728_03","v1",3.58,"F","1","1","can you~","comp","puzzle",1,3
"160728_04","v1",3.8,"F","1","1","can you~","comp","puzzle",1,3
"160728_05","v1",3.74,"F","1","1","can you~","comp","puzzle",NA,3
"160801_02","v1",4.35,"M","1","1","can you~","comp","puzzle",NA,4
"160803_01","v1",4.41,"M","1","1","can you~","comp","puzzle",1,4
"160803_02","v1",4.32,"F","1","1","can you~","comp","puzzle",NA,4
"160811_04","v1",4.12,"M","1","1","can you~","comp","puzzle",1,4
"160811_06","v1",3.96,"F","1","1","can you~","comp","puzzle",0,3
"160816_03","v1",4.02,"F","1","1","can you~","comp","puzzle",1,4
"160816_04","v1",3.99,"M","1","1","can you~","comp","puzzle",0,3
