"subid","order","trial","request_type","question_type","correct","valence","adjective","age","gender","keepdrop","experimenter","site","age_fct"
"170712-03","2","12","please","comp",1,"negative","hard",4.608333333,"F","keep","HQ","bing",4
"170712-08","2","1","idq","comp",1,"negative","hard",4.125,"M","keep","HQ","bing",4
"170712-08","2","2","please","play",0,"negative","hard",4.125,"M","keep","HQ","bing",4
"170712-08","2","3","idq","play",0,"negative","hard",4.125,"M","keep","HQ","bing",4
"170712-08","2","4","please_idq","play",0,"negative","hard",4.125,"M","keep","HQ","bing",4
"170712-08","2","5","idq","comp",1,"negative","hard",4.125,"M","keep","HQ","bing",4
"170712-08","2","6","please_idq","comp",1,"negative","hard",4.125,"M","keep","HQ","bing",4
"170712-08","2","7","please_idq","comp",1,"negative","hard",4.125,"M","keep","HQ","bing",4
"170712-08","2","8","please","play",0,"negative","hard",4.125,"M","keep","HQ","bing",4
"170712-08","2","9","please_idq","comp",1,"negative","hard",4.125,"M","keep","HQ","bing",4
"170712-08","2","10","idq","comp",1,"negative","hard",4.125,"M","keep","HQ","bing",4
"170712-08","2","11","please","play",1,"negative","hard",4.125,"M","keep","HQ","bing",4
"170712-08","2","12","please","comp",1,"negative","hard",4.125,"M","keep","HQ","bing",4
"170712-15","2","1","idq","comp",0,"negative","hard",4.611111111,"M","drop","HQ","bing",4
"170712-15","2","2","please","play",0,"negative","hard",4.611111111,"M","drop","HQ","bing",4
"170712-15","2","3","idq","play",1,"negative","hard",4.611111111,"M","drop","HQ","bing",4
"170712-15","2","4","please_idq","play",0,"negative","hard",4.611111111,"M","drop","HQ","bing",4
"170712-15","2","5","idq","comp",0,"negative","hard",4.611111111,"M","drop","HQ","bing",4
"170712-15","2","6","please_idq","comp",1,"negative","hard",4.611111111,"M","drop","HQ","bing",4
"170712-15","2","7","please_idq","comp",1,"negative","hard",4.611111111,"M","drop","HQ","bing",4
"170712-15","2","8","please","play",0,"negative","hard",4.611111111,"M","drop","HQ","bing",4
"170712-15","2","9","please_idq","comp",1,"negative","hard",4.611111111,"M","drop","HQ","bing",4
"170712-15","2","10","idq","comp",1,"negative","hard",4.611111111,"M","drop","HQ","bing",4
"170712-15","2","11","please","play",0,"negative","hard",4.611111111,"M","drop","HQ","bing",4
"170712-15","2","12","please","comp",1,"negative","hard",4.611111111,"M","drop","HQ","bing",4
"170714-16","2","1","idq","comp",1,"negative","hard",4.005555556,"F","keep","HQ","bing",4
"170714-16","2","2","please","play",0,"negative","hard",4.005555556,"F","keep","HQ","bing",4
"170714-16","2","3","idq","play",0,"negative","hard",4.005555556,"F","keep","HQ","bing",4
"170714-16","2","4","please_idq","play",1,"negative","hard",4.005555556,"F","keep","HQ","bing",4
"170714-16","2","5","idq","comp",1,"negative","hard",4.005555556,"F","keep","HQ","bing",4
"170714-16","2","6","please_idq","comp",1,"negative","hard",4.005555556,"F","keep","HQ","bing",4
"170714-16","2","7","please_idq","comp",1,"negative","hard",4.005555556,"F","keep","HQ","bing",4
"170714-16","2","8","please","play",1,"negative","hard",4.005555556,"F","keep","HQ","bing",4
"170714-16","2","9","please_idq","comp",1,"negative","hard",4.005555556,"F","keep","HQ","bing",4
"170714-16","2","10","idq","comp",0,"negative","hard",4.005555556,"F","keep","HQ","bing",4
"170714-16","2","11","please","play",0,"negative","hard",4.005555556,"F","keep","HQ","bing",4
"170714-16","2","12","please","comp",1,"negative","hard",4.005555556,"F","keep","HQ","bing",4
"170714-18","2","1","idq","comp",0,"negative","hard",3.538888889,"M","keep","HQ","bing",3
"170714-18","2","2","please","play",0,"negative","hard",3.538888889,"M","keep","HQ","bing",3
"170714-18","2","3","idq","play",0,"negative","hard",3.538888889,"M","keep","HQ","bing",3
"170714-18","2","4","please_idq","play",0,"negative","hard",3.538888889,"M","keep","HQ","bing",3
"170714-18","2","5","idq","comp",1,"negative","hard",3.538888889,"M","keep","HQ","bing",3
"170714-18","2","6","please_idq","comp",1,"negative","hard",3.538888889,"M","keep","HQ","bing",3
"170714-18","2","7","please_idq","comp",1,"negative","hard",3.538888889,"M","keep","HQ","bing",3
"170714-18","2","8","please","play",1,"negative","hard",3.538888889,"M","keep","HQ","bing",3
"170714-18","2","9","please_idq","comp",1,"negative","hard",3.538888889,"M","keep","HQ","bing",3
"170714-18","2","10","idq","comp",1,"negative","hard",3.538888889,"M","keep","HQ","bing",3
"170714-18","2","11","please","play",0,"negative","hard",3.538888889,"M","keep","HQ","bing",3
"170714-18","2","12","please","comp",1,"negative","hard",3.538888889,"M","keep","HQ","bing",3
"170714-19","2","1","idq","comp",0,"negative","hard",3.108333333,"F","keep","HQ","bing",3
"170714-19","2","2","please","play",1,"negative","hard",3.108333333,"F","keep","HQ","bing",3
"170714-19","2","3","idq","play",1,"negative","hard",3.108333333,"F","keep","HQ","bing",3
"170714-19","2","4","please_idq","play",1,"negative","hard",3.108333333,"F","keep","HQ","bing",3
"170714-19","2","5","idq","comp",1,"negative","hard",3.108333333,"F","keep","HQ","bing",3
"170714-19","2","6","please_idq","comp",1,"negative","hard",3.108333333,"F","keep","HQ","bing",3
"170714-19","2","7","please_idq","comp",1,"negative","hard",3.108333333,"F","keep","HQ","bing",3
"170714-19","2","8","please","play",1,"negative","hard",3.108333333,"F","keep","HQ","bing",3
"170714-19","2","9","please_idq","comp",1,"negative","hard",3.108333333,"F","keep","HQ","bing",3
"170714-19","2","10","idq","comp",1,"negative","hard",3.108333333,"F","keep","HQ","bing",3
"170714-19","2","11","please","play",0,"negative","hard",3.108333333,"F","keep","HQ","bing",3
"170714-19","2","12","please","comp",1,"negative","hard",3.108333333,"F","keep","HQ","bing",3
"170719-25","2","1","idq","comp",1,"negative","hard",4.083333333,"F","keep","HQ","bing",4
"170719-25","2","2","please","play",0,"negative","hard",4.083333333,"F","keep","HQ","bing",4
"170719-25","2","3","idq","play",0,"negative","hard",4.083333333,"F","keep","HQ","bing",4
"170719-25","2","4","please_idq","play",1,"negative","hard",4.083333333,"F","keep","HQ","bing",4
"170719-25","2","5","idq","comp",1,"negative","hard",4.083333333,"F","keep","HQ","bing",4
"170719-25","2","6","please_idq","comp",1,"negative","hard",4.083333333,"F","keep","HQ","bing",4
"170719-25","2","7","please_idq","comp",1,"negative","hard",4.083333333,"F","keep","HQ","bing",4
"170719-25","2","8","please","play",0,"negative","hard",4.083333333,"F","keep","HQ","bing",4
"170719-25","2","9","please_idq","comp",1,"negative","hard",4.083333333,"F","keep","HQ","bing",4
"170719-25","2","10","idq","comp",0,"negative","hard",4.083333333,"F","keep","HQ","bing",4
"170719-25","2","11","please","play",0,"negative","hard",4.083333333,"F","keep","HQ","bing",4
"170719-25","2","12","please","comp",1,"negative","hard",4.083333333,"F","keep","HQ","bing",4
"170719-26","2","1","idq","comp",1,"negative","hard",4.208333333,"F","keep","HQ","bing",4
"170719-26","2","2","please","play",0,"negative","hard",4.208333333,"F","keep","HQ","bing",4
"170719-26","2","3","idq","play",1,"negative","hard",4.208333333,"F","keep","HQ","bing",4
"170719-26","2","4","please_idq","play",1,"negative","hard",4.208333333,"F","keep","HQ","bing",4
"170719-26","2","5","idq","comp",1,"negative","hard",4.208333333,"F","keep","HQ","bing",4
"170719-26","2","6","please_idq","comp",1,"negative","hard",4.208333333,"F","keep","HQ","bing",4
"170719-26","2","7","please_idq","comp",1,"negative","hard",4.208333333,"F","keep","HQ","bing",4
"170719-26","2","8","please","play",1,"negative","hard",4.208333333,"F","keep","HQ","bing",4
"170719-26","2","9","please_idq","comp",1,"negative","hard",4.208333333,"F","keep","HQ","bing",4
"170719-26","2","10","idq","comp",1,"negative","hard",4.208333333,"F","keep","HQ","bing",4
"170719-26","2","11","please","play",0,"negative","hard",4.208333333,"F","keep","HQ","bing",4
"170719-26","2","12","please","comp",0,"negative","hard",4.208333333,"F","keep","HQ","bing",4
