"subid","order","trial_num","target1side","target2side","qtype1","qtype2","correct1","correct2","date","time"
"180426-03","1",9,"R",NA,"rude","nice",0,NA,"4/26/2018","9:42"
"180426-03","1",10,"L",NA,"polite","nice",1,NA,"4/26/2018","9:42"
"180426-03","1",11,"R",NA,"rude","nice",1,NA,"4/26/2018","9:42"
"180426-03","1",12,"R",NA,"rude","nice",0,NA,"4/26/2018","9:42"
"180501-01","1",0,"L","R","mean","nice",1,1,"5/1/2018","9:06"
"180501-01","1",1,"L",NA,"polite","nice",1,NA,"5/1/2018","9:06"
"180501-01","1",2,"R",NA,"nice","nice",0,NA,"5/1/2018","9:06"
"180501-01","1",3,"L",NA,"mean","nice",1,NA,"5/1/2018","9:06"
"180501-01","1",4,"R",NA,"nice","nice",1,NA,"5/1/2018","9:06"
"180501-01","1",5,"R",NA,"mean","nice",1,NA,"5/1/2018","9:06"
"180501-01","1",6,"L",NA,"polite","nice",0,NA,"5/1/2018","9:06"
"180501-01","1",7,"L",NA,"nice","nice",0,NA,"5/1/2018","9:06"
"180501-01","1",8,"L",NA,"mean","nice",0,NA,"5/1/2018","9:06"
"180501-01","1",9,"R",NA,"rude","nice",0,NA,"5/1/2018","9:06"
"180501-01","1",10,"L",NA,"polite","nice",1,NA,"5/1/2018","9:06"
"180501-01","1",11,"R",NA,"rude","nice",1,NA,"5/1/2018","9:06"
"180501-01","1",12,"R",NA,"rude","nice",0,NA,"5/1/2018","9:06"
"180501-02","2",0,"R","L","mean","nice",1,1,"5/1/2018","9:57"
"180501-02","2",1,"L",NA,"polite","nice",0,NA,"5/1/2018","9:57"
"180501-02","2",2,"L",NA,"rude","nice",1,NA,"5/1/2018","9:57"
"180501-02","2",3,"R",NA,"rude","nice",1,NA,"5/1/2018","9:57"
"180501-02","2",4,"R",NA,"polite","nice",1,NA,"5/1/2018","9:57"
"180501-02","2",5,"R",NA,"rude","nice",1,NA,"5/1/2018","9:57"
"180501-02","2",6,"L",NA,"polite","nice",1,NA,"5/1/2018","9:57"
"180501-02","2",7,"R",NA,"rude","nice",1,NA,"5/1/2018","9:57"
"180501-02","2",8,"R",NA,"polite","nice",1,NA,"5/1/2018","9:57"
"180501-02","2",9,"R",NA,"rude","nice",1,NA,"5/1/2018","9:57"
"180501-02","2",10,"L",NA,"polite","nice",1,NA,"5/1/2018","9:57"
"180501-1","1",0,"L","R","mean","nice",1,1,"5/1/2018","13:03"
"180501-1","1",1,"R",NA,"polite","nice",0,NA,"5/1/2018","13:03"
"180501-1","1",2,"L",NA,"nice","nice",1,NA,"5/1/2018","13:03"
"180501-1","1",3,"R",NA,"mean","nice",0,NA,"5/1/2018","13:03"
"180501-1","1",4,"R",NA,"nice","nice",1,NA,"5/1/2018","13:03"
"180501-1","1",5,"R",NA,"mean","nice",1,NA,"5/1/2018","13:03"
"180501-1","1",6,"R",NA,"polite","nice",1,NA,"5/1/2018","13:03"
"180501-1","1",7,"R",NA,"nice","nice",1,NA,"5/1/2018","13:03"
"180501-1","1",8,"L",NA,"mean","nice",0,NA,"5/1/2018","13:03"
"180501-1","1",9,"L",NA,"rude","nice",1,NA,"5/1/2018","13:03"
"180501-1","1",10,"R",NA,"polite","nice",0,NA,"5/1/2018","13:03"
"180501-1","1",11,"L",NA,"rude","nice",0,NA,"5/1/2018","13:03"
"180501-1","1",12,"R",NA,"rude","nice",0,NA,"5/1/2018","13:03"
"180501pm-02","1",0,"L","R","mean","nice",1,1,"5/1/2018","13:55"
"180501pm-02","1",1,"R",NA,"polite","nice",0,NA,"5/1/2018","13:55"
"180501pm-02","1",2,"L",NA,"nice","nice",1,NA,"5/1/2018","13:55"
"180501pm-02","1",3,"L",NA,"mean","nice",1,NA,"5/1/2018","13:55"
"180501pm-02","1",4,"R",NA,"nice","nice",1,NA,"5/1/2018","13:55"
"180501pm-02","1",5,"L",NA,"mean","nice",0,NA,"5/1/2018","13:55"
"180501pm-02","1",6,"R",NA,"polite","nice",1,NA,"5/1/2018","13:55"
"180501pm-02","1",7,"R",NA,"nice","nice",1,NA,"5/1/2018","13:55"
"180501pm-02","1",8,"R",NA,"mean","nice",1,NA,"5/1/2018","13:55"
"180501pm-02","1",9,"R",NA,"rude","nice",0,NA,"5/1/2018","13:55"
"180501pm-02","1",10,"R",NA,"polite","nice",0,NA,"5/1/2018","13:55"
"180501pm-02","1",11,"L",NA,"rude","nice",0,NA,"5/1/2018","13:55"
"180501pm-02","1",12,"R",NA,"rude","nice",0,NA,"5/1/2018","13:55"
"180501pm-03","1",0,"L","R","mean","nice",1,1,"5/1/2018","15:32"
"180501pm-03","1",1,"L",NA,"polite","nice",1,NA,"5/1/2018","15:32"
"180501pm-03","1",2,"L",NA,"nice","nice",1,NA,"5/1/2018","15:32"
"180501pm-03","1",3,"L",NA,"mean","nice",1,NA,"5/1/2018","15:32"
"180501pm-03","1",4,"R",NA,"nice","nice",1,NA,"5/1/2018","15:32"
"180501pm-03","1",5,"R",NA,"mean","nice",1,NA,"5/1/2018","15:32"
"180501pm-03","1",6,"R",NA,"polite","nice",1,NA,"5/1/2018","15:32"
"180501pm-03","1",7,"R",NA,"nice","nice",1,NA,"5/1/2018","15:32"
"180501pm-03","1",8,"R",NA,"mean","nice",1,NA,"5/1/2018","15:32"
"180501pm-03","1",9,"L",NA,"rude","nice",1,NA,"5/1/2018","15:32"
"180501pm-03","1",10,"L",NA,"polite","nice",1,NA,"5/1/2018","15:32"
"180501pm-03","1",11,"R",NA,"rude","nice",1,NA,"5/1/2018","15:32"
"180501pm-03","1",12,"L",NA,"rude","nice",1,NA,"5/1/2018","15:32"
"180503-01","2",0,"R","L","mean","nice",1,1,"5/3/2018","8:38"
"180503-01","2",1,"L",NA,"polite","nice",0,NA,"5/3/2018","8:38"
"180503-01","2",2,"R",NA,"rude","nice",0,NA,"5/3/2018","8:38"
"180503-01","2",3,"R",NA,"rude","nice",1,NA,"5/3/2018","8:38"
"180503-01","2",4,"R",NA,"polite","nice",1,NA,"5/3/2018","8:38"
"180503-01","2",5,"R",NA,"rude","nice",1,NA,"5/3/2018","8:38"
"180503-01","2",6,"L",NA,"polite","nice",1,NA,"5/3/2018","8:38"
"180503-01","2",7,"R",NA,"rude","nice",1,NA,"5/3/2018","8:38"
"180503-01","2",8,"R",NA,"polite","nice",1,NA,"5/3/2018","8:38"
"180503-01","2",9,"R",NA,"rude","nice",1,NA,"5/3/2018","8:38"
"180503-01","2",10,"L",NA,"polite","nice",1,NA,"5/3/2018","8:38"
"180503-01","2",11,"L",NA,"rude","nice",1,NA,"5/3/2018","8:38"
"180503-01","2",12,"R",NA,"polite","nice",1,NA,"5/3/2018","8:38"
"180503-02","1",0,"L","R","mean","nice",1,1,"5/3/2018","10:48"
"180503-02","1",1,"R",NA,"polite","nice",0,NA,"5/3/2018","10:48"
"180503-02","1",2,"L",NA,"nice","nice",1,NA,"5/3/2018","10:48"
"180503-02","1",3,"L",NA,"mean","nice",1,NA,"5/3/2018","10:48"
"180503-02","1",4,"R",NA,"nice","nice",1,NA,"5/3/2018","10:48"
"180503-02","1",5,"R",NA,"mean","nice",1,NA,"5/3/2018","10:48"
"180503-02","1",6,"R",NA,"polite","nice",1,NA,"5/3/2018","10:48"
"180503-02","1",7,"L",NA,"nice","nice",0,NA,"5/3/2018","10:48"
"180503-02","1",8,"R",NA,"mean","nice",1,NA,"5/3/2018","10:48"
"180503-02","1",9,"L",NA,"rude","nice",1,NA,"5/3/2018","10:48"
"180503-02","1",10,"L",NA,"polite","nice",1,NA,"5/3/2018","10:48"
"180503-02","1",11,"R",NA,"rude","nice",1,NA,"5/3/2018","10:48"
"180503-02","1",12,"L",NA,"rude","nice",1,NA,"5/3/2018","10:48"
"180508-01","2",0,"R","L","mean","nice",1,1,"5/8/2018","8:34"
"180508-01","2",1,"R",NA,"polite","nice",1,NA,"5/8/2018","8:34"
"180508-01","2",2,"R",NA,"rude","nice",0,NA,"5/8/2018","8:34"
"180508-01","2",3,"R",NA,"rude","nice",1,NA,"5/8/2018","8:34"
"180508-01","2",4,"R",NA,"polite","nice",1,NA,"5/8/2018","8:34"
"180508-01","2",5,"R",NA,"rude","nice",1,NA,"5/8/2018","8:34"
"180508-01","2",6,"R",NA,"polite","nice",0,NA,"5/8/2018","8:34"
"180508-01","2",7,"R",NA,"rude","nice",1,NA,"5/8/2018","8:34"
"180508-01","2",8,"L",NA,"polite","nice",0,NA,"5/8/2018","8:34"
"180508-01","2",9,"R",NA,"rude","nice",1,NA,"5/8/2018","8:34"
"180508-01","2",10,"R",NA,"polite","nice",0,NA,"5/8/2018","8:34"
"180508-01","2",11,"R",NA,"rude","nice",0,NA,"5/8/2018","8:34"
"180508-01","2",12,"R",NA,"polite","nice",1,NA,"5/8/2018","8:34"
"180517-01","1",0,"L","R","mean","nice",1,1,"5/17/2018","8:38"
"180517-01","1",1,"L",NA,"polite","nice",1,NA,"5/17/2018","8:38"
"180517-01","1",2,"L",NA,"nice","nice",1,NA,"5/17/2018","8:38"
"180517-01","1",3,"R",NA,"mean","nice",0,NA,"5/17/2018","8:38"
"180517-01","1",4,"L",NA,"nice","nice",0,NA,"5/17/2018","8:38"
"180517-01","1",5,"R",NA,"mean","nice",1,NA,"5/17/2018","8:38"
"180517-01","1",6,"R",NA,"polite","nice",1,NA,"5/17/2018","8:38"
"180517-01","1",7,"R",NA,"nice","nice",1,NA,"5/17/2018","8:38"
"180517-01","1",8,"L",NA,"mean","nice",0,NA,"5/17/2018","8:38"
"180517-01","1",9,"R",NA,"rude","nice",0,NA,"5/17/2018","8:38"
"180517-01","1",10,"R",NA,"polite","nice",0,NA,"5/17/2018","8:38"
"180517-02","2",0,"R","L","mean","nice",1,1,"5/17/2018","9:06"
"180517-02","2",1,"L",NA,"polite","nice",0,NA,"5/17/2018","9:06"
"180517-02","2",2,"R",NA,"rude","nice",0,NA,"5/17/2018","9:06"
"180517-02","2",3,"L",NA,"rude","nice",0,NA,"5/17/2018","9:06"
"180517-02","2",4,"R",NA,"polite","nice",1,NA,"5/17/2018","9:06"
"180517-02","2",5,"R",NA,"rude","nice",1,NA,"5/17/2018","9:06"
"180517-02","2",6,"L",NA,"polite","nice",1,NA,"5/17/2018","9:06"
"180517-02","2",7,"R",NA,"rude","nice",1,NA,"5/17/2018","9:06"
"180517-02","2",8,"R",NA,"polite","nice",1,NA,"5/17/2018","9:06"
"180517-02","2",9,"R",NA,"rude","nice",1,NA,"5/17/2018","9:06"
"180517-02","2",10,"R",NA,"polite","nice",0,NA,"5/17/2018","9:06"
"180517-02","2",11,"R",NA,"rude","nice",0,NA,"5/17/2018","9:06"
"180517-02","2",12,"R",NA,"polite","nice",1,NA,"5/17/2018","9:06"
"180517-03","1",0,"L","R","mean","nice",1,1,"5/17/2018","9:45"
"180517-03","1",1,"R",NA,"polite","nice",0,NA,"5/17/2018","9:45"
"180517-03","1",2,"L",NA,"nice","nice",1,NA,"5/17/2018","9:45"
"180517-03","1",3,"L",NA,"mean","nice",1,NA,"5/17/2018","9:45"
"180517-03","1",4,"R",NA,"nice","nice",1,NA,"5/17/2018","9:45"
"180517-03","1",5,"L",NA,"mean","nice",0,NA,"5/17/2018","9:45"
"180517-03","1",6,"R",NA,"polite","nice",1,NA,"5/17/2018","9:45"
"180517-03","1",7,"L",NA,"nice","nice",0,NA,"5/17/2018","9:45"
"180517-03","1",8,"R",NA,"mean","nice",1,NA,"5/17/2018","9:45"
"180517-03","1",9,"L",NA,"rude","nice",1,NA,"5/17/2018","9:45"
"180517-03","1",10,"R",NA,"polite","nice",0,NA,"5/17/2018","9:45"
"180517-03","1",11,"R",NA,"rude","nice",1,NA,"5/17/2018","9:45"
"180517-03","1",12,"R",NA,"rude","nice",0,NA,"5/17/2018","9:45"
"180517pm-01","1",0,"L","R","mean","nice",1,1,"5/17/2018","13:18"
"180517pm-01","1",1,"R",NA,"polite","nice",0,NA,"5/17/2018","13:18"
"180517pm-01","1",2,"L",NA,"nice","nice",1,NA,"5/17/2018","13:18"
"180517pm-01","1",3,"L",NA,"mean","nice",1,NA,"5/17/2018","13:18"
"180517pm-01","1",4,"R",NA,"nice","nice",1,NA,"5/17/2018","13:18"
"180517pm-01","1",5,"R",NA,"mean","nice",1,NA,"5/17/2018","13:18"
"180517pm-01","1",6,"R",NA,"polite","nice",1,NA,"5/17/2018","13:18"
"180517pm-01","1",7,"R",NA,"nice","nice",1,NA,"5/17/2018","13:18"
"180517pm-01","1",8,"R",NA,"mean","nice",1,NA,"5/17/2018","13:18"
"180517pm-01","1",9,"L",NA,"rude","nice",1,NA,"5/17/2018","13:18"
"180517pm-01","1",10,"R",NA,"polite","nice",0,NA,"5/17/2018","13:18"
"180517pm-01","1",11,"R",NA,"rude","nice",1,NA,"5/17/2018","13:18"
"180517pm-01","1",12,"R",NA,"rude","nice",0,NA,"5/17/2018","13:18"
"180517pm-02","2",0,"L","R","mean","nice",0,0,"5/17/2018","13:44"
"180517pm-02","2",1,"L",NA,"polite","nice",0,NA,"5/17/2018","13:44"
"180517pm-02","2",2,"R",NA,"rude","nice",0,NA,"5/17/2018","13:44"
"180517pm-02","2",3,"R",NA,"rude","nice",1,NA,"5/17/2018","13:44"
"180517pm-02","2",4,"R",NA,"polite","nice",1,NA,"5/17/2018","13:44"
"180517pm-02","2",5,"L",NA,"rude","nice",0,NA,"5/17/2018","13:44"
"180517pm-02","2",6,"R",NA,"polite","nice",0,NA,"5/17/2018","13:44"
"180517pm-02","2",7,"R",NA,"rude","nice",1,NA,"5/17/2018","13:44"
"180517pm-02","2",8,"L",NA,"polite","nice",0,NA,"5/17/2018","13:44"
"180517pm-02","2",9,"R",NA,"rude","nice",1,NA,"5/17/2018","13:44"
"180517pm-02","2",10,"L",NA,"polite","nice",1,NA,"5/17/2018","13:44"
"180517pm-02","2",11,"R",NA,"rude","nice",0,NA,"5/17/2018","13:44"
"180517pm-02","2",12,"R",NA,"polite","nice",1,NA,"5/17/2018","13:44"
"180517pm-03","1",0,"L","L","mean","nice",1,0,"5/17/2018","14:02"
"180517pm-03","1",1,"L",NA,"polite","nice",1,NA,"5/17/2018","14:02"
"180517pm-03","1",2,"L",NA,"nice","nice",1,NA,"5/17/2018","14:02"
"180517pm-03","1",3,"L",NA,"mean","nice",1,NA,"5/17/2018","14:02"
"180517pm-03","1",4,"R",NA,"nice","nice",1,NA,"5/17/2018","14:02"
"180517pm-03","1",5,"R",NA,"mean","nice",1,NA,"5/17/2018","14:02"
"180517pm-03","1",6,"L",NA,"polite","nice",0,NA,"5/17/2018","14:02"
"180517pm-03","1",7,"R",NA,"nice","nice",1,NA,"5/17/2018","14:02"
"180517pm-03","1",8,"R",NA,"mean","nice",1,NA,"5/17/2018","14:02"
"180517pm-03","1",9,"L",NA,"rude","nice",1,NA,"5/17/2018","14:02"
"180517pm-03","1",10,"L",NA,"polite","nice",1,NA,"5/17/2018","14:02"
"180517pm-03","1",11,"R",NA,"rude","nice",1,NA,"5/17/2018","14:02"
"180517pm-03","1",12,"L",NA,"rude","nice",1,NA,"5/17/2018","14:02"
"180522-01","1",0,"L","R","mean","nice",1,1,"5/22/2018","8:33"
"180522-01","1",1,"L",NA,"polite","nice",1,NA,"5/22/2018","8:33"
"180522-01","1",2,"L",NA,"nice","nice",1,NA,"5/22/2018","8:33"
"180522-01","1",3,"L",NA,"mean","nice",1,NA,"5/22/2018","8:33"
"180522-01","1",4,"R",NA,"nice","nice",1,NA,"5/22/2018","8:33"
"180522-01","1",5,"R",NA,"mean","nice",1,NA,"5/22/2018","8:33"
"180522-01","1",6,"R",NA,"polite","nice",1,NA,"5/22/2018","8:33"
"180522-01","1",7,"R",NA,"nice","nice",1,NA,"5/22/2018","8:33"
"180522-01","1",8,"R",NA,"mean","nice",1,NA,"5/22/2018","8:33"
"180522-01","1",9,"L",NA,"rude","nice",1,NA,"5/22/2018","8:33"
"180522-01","1",10,"R",NA,"polite","nice",0,NA,"5/22/2018","8:33"
"180522-01","1",11,"R",NA,"rude","nice",1,NA,"5/22/2018","8:33"
"180522-01","1",12,"R",NA,"rude","nice",0,NA,"5/22/2018","8:33"
