"subid","order","trial_num","target1side","target2side","qtype1","qtype2","correct1","correct2","date","time"
"180522-02","1",0,"L","R","mean","nice",1,1,"5/22/2018","9:32"
"180522-02","1",1,"L",NA,"polite","nice",1,NA,"5/22/2018","9:32"
"180522-02","1",2,"L",NA,"nice","nice",1,NA,"5/22/2018","9:32"
"180522-02","1",3,"L",NA,"mean","nice",1,NA,"5/22/2018","9:32"
"180522-02","1",4,"R",NA,"nice","nice",1,NA,"5/22/2018","9:32"
"180522-02","1",5,"R",NA,"mean","nice",1,NA,"5/22/2018","9:32"
"180522-02","1",6,"R",NA,"polite","nice",1,NA,"5/22/2018","9:32"
"180522-02","1",7,"L",NA,"nice","nice",0,NA,"5/22/2018","9:32"
"180522-02","1",8,"R",NA,"mean","nice",1,NA,"5/22/2018","9:32"
"180522-02","1",9,"L",NA,"rude","nice",1,NA,"5/22/2018","9:32"
"180522-02","1",10,"L",NA,"polite","nice",1,NA,"5/22/2018","9:32"
"180522-02","1",11,"R",NA,"rude","nice",1,NA,"5/22/2018","9:32"
"180522-02","1",12,"L",NA,"rude","nice",1,NA,"5/22/2018","9:32"
"180524-01","2",0,"R","L","mean","nice",1,1,"5/24/2018","8:34"
"180524-01","2",1,"R",NA,"polite","nice",1,NA,"5/24/2018","8:34"
"180524-01","2",2,"L",NA,"rude","nice",1,NA,"5/24/2018","8:34"
"180524-01","2",3,"R",NA,"rude","nice",1,NA,"5/24/2018","8:34"
"180524-01","2",4,"L",NA,"polite","nice",0,NA,"5/24/2018","8:34"
"180524-01","2",5,"R",NA,"rude","nice",1,NA,"5/24/2018","8:34"
"180524-01","2",6,"L",NA,"polite","nice",1,NA,"5/24/2018","8:34"
"180524-01","2",7,"R",NA,"rude","nice",1,NA,"5/24/2018","8:34"
"180524-01","2",8,"L",NA,"polite","nice",0,NA,"5/24/2018","8:34"
"180524-01","2",9,"R",NA,"rude","nice",1,NA,"5/24/2018","8:34"
"180524-01","2",10,"L",NA,"polite","nice",1,NA,"5/24/2018","8:34"
"180524-01","2",11,"L",NA,"rude","nice",1,NA,"5/24/2018","8:34"
"180524-01","2",12,"L",NA,"polite","nice",0,NA,"5/24/2018","8:34"
"180524-02","1",0,"L","R","mean","nice",1,1,"5/24/2018","9:06"
"180524-02","1",1,"R",NA,"polite","nice",0,NA,"5/24/2018","9:06"
"180524-02","1",2,"L",NA,"nice","nice",1,NA,"5/24/2018","9:06"
"180524-02","1",3,"L",NA,"mean","nice",1,NA,"5/24/2018","9:06"
"180524-02","1",4,"L",NA,"nice","nice",0,NA,"5/24/2018","9:06"
"180524-02","1",5,"L",NA,"mean","nice",0,NA,"5/24/2018","9:06"
"180524-02","1",6,"R",NA,"polite","nice",1,NA,"5/24/2018","9:06"
"180524-02","1",7,"R",NA,"nice","nice",1,NA,"5/24/2018","9:06"
"180524-02","1",8,"R",NA,"mean","nice",1,NA,"5/24/2018","9:06"
"180524-02","1",9,"R",NA,"rude","nice",0,NA,"5/24/2018","9:06"
"180524-02","1",10,"L",NA,"polite","nice",1,NA,"5/24/2018","9:06"
"180524-02","1",11,"R",NA,"rude","nice",1,NA,"5/24/2018","9:06"
"180524-02","1",12,"L",NA,"rude","nice",1,NA,"5/24/2018","9:06"
"180524-03","2",0,"L","L","mean","nice",0,1,"5/24/2018","9:40"
"180524-03","2",1,"L",NA,"polite","nice",0,NA,"5/24/2018","9:40"
"180524-03","2",2,"L",NA,"rude","nice",1,NA,"5/24/2018","9:40"
"180524-03","2",3,"L",NA,"rude","nice",0,NA,"5/24/2018","9:40"
"180524-03","2",4,"L",NA,"polite","nice",0,NA,"5/24/2018","9:40"
"180524-03","2",5,"L",NA,"rude","nice",0,NA,"5/24/2018","9:40"
"180524-03","2",6,"L",NA,"polite","nice",1,NA,"5/24/2018","9:40"
"180524-03","2",7,"L",NA,"rude","nice",0,NA,"5/24/2018","9:40"
"180524-03","2",8,"R",NA,"polite","nice",1,NA,"5/24/2018","9:40"
"180524-03","2",9,"R",NA,"rude","nice",1,NA,"5/24/2018","9:40"
"180524-03","2",10,"R",NA,"polite","nice",0,NA,"5/24/2018","9:40"
"180524-03","2",11,"R",NA,"rude","nice",0,NA,"5/24/2018","9:40"
"180524-03","2",12,"R",NA,"polite","nice",1,NA,"5/24/2018","9:40"
"180524pm-01","1",0,"R","R","mean","nice",0,1,"5/24/2018","13:37"
"180524pm-01","1",1,"R",NA,"polite","nice",0,NA,"5/24/2018","13:37"
"180524pm-01","1",2,"L",NA,"nice","nice",1,NA,"5/24/2018","13:37"
"180524pm-01","1",3,"L",NA,"mean","nice",1,NA,"5/24/2018","13:37"
"180524pm-01","1",4,"L",NA,"nice","nice",0,NA,"5/24/2018","13:37"
"180524pm-01","1",5,"R",NA,"mean","nice",1,NA,"5/24/2018","13:37"
"180524pm-01","1",6,"R",NA,"polite","nice",1,NA,"5/24/2018","13:37"
"180524pm-01","1",7,"R",NA,"nice","nice",1,NA,"5/24/2018","13:37"
"180524pm-01","1",8,"R",NA,"mean","nice",1,NA,"5/24/2018","13:37"
"180524pm-01","1",9,"L",NA,"rude","nice",1,NA,"5/24/2018","13:37"
"180524pm-01","1",10,"L",NA,"polite","nice",1,NA,"5/24/2018","13:37"
"180524pm-01","1",11,"R",NA,"rude","nice",1,NA,"5/24/2018","13:37"
"180524pm-01","1",12,"L",NA,"rude","nice",1,NA,"5/24/2018","13:37"
"180524pm-02","2",0,"R","L","mean","nice",1,1,"5/24/2018","14:07"
"180524pm-02","2",1,"L",NA,"polite","nice",0,NA,"5/24/2018","14:07"
"180524pm-02","2",2,"R",NA,"rude","nice",0,NA,"5/24/2018","14:07"
"180524pm-02","2",3,"R",NA,"rude","nice",1,NA,"5/24/2018","14:07"
"180524pm-02","2",4,"R",NA,"polite","nice",1,NA,"5/24/2018","14:07"
"180524pm-02","2",5,"R",NA,"rude","nice",1,NA,"5/24/2018","14:07"
"180524pm-02","2",6,"L",NA,"polite","nice",1,NA,"5/24/2018","14:07"
"180524pm-02","2",7,"L",NA,"rude","nice",0,NA,"5/24/2018","14:07"
"180524pm-02","2",8,"R",NA,"polite","nice",1,NA,"5/24/2018","14:07"
"180524pm-02","2",9,"R",NA,"rude","nice",1,NA,"5/24/2018","14:07"
"180524pm-02","2",10,"L",NA,"polite","nice",1,NA,"5/24/2018","14:07"
"180524pm-02","2",11,"R",NA,"rude","nice",0,NA,"5/24/2018","14:07"
"180524pm-02","2",12,"R",NA,"polite","nice",1,NA,"5/24/2018","14:07"
"180524pm-03","2",0,"R","L","mean","nice",1,1,"5/24/2018","14:19"
"180524pm-03","2",1,"L",NA,"polite","nice",0,NA,"5/24/2018","14:19"
"180524pm-03","2",2,"L",NA,"rude","nice",1,NA,"5/24/2018","14:19"
"180524pm-03","2",3,"R",NA,"rude","nice",1,NA,"5/24/2018","14:19"
"180524pm-03","2",4,"R",NA,"polite","nice",1,NA,"5/24/2018","14:19"
"180524pm-03","2",5,"R",NA,"rude","nice",1,NA,"5/24/2018","14:19"
"180524pm-03","2",6,"L",NA,"polite","nice",1,NA,"5/24/2018","14:19"
"180524pm-03","2",7,"R",NA,"rude","nice",1,NA,"5/24/2018","14:19"
"180524pm-03","2",8,"R",NA,"polite","nice",1,NA,"5/24/2018","14:19"
"180524pm-03","2",9,"R",NA,"rude","nice",1,NA,"5/24/2018","14:19"
"180524pm-03","2",10,"L",NA,"polite","nice",1,NA,"5/24/2018","14:19"
"180524pm-03","2",11,"L",NA,"rude","nice",1,NA,"5/24/2018","14:19"
"180524pm-03","2",12,"R",NA,"polite","nice",1,NA,"5/24/2018","14:19"
"180529-01","1",0,"L","R","mean","nice",1,1,"5/29/2018","8:47"
"180529-01","1",1,"L",NA,"polite","nice",1,NA,"5/29/2018","8:47"
"180529-01","1",2,"L",NA,"nice","nice",1,NA,"5/29/2018","8:47"
"180529-01","1",3,"R",NA,"mean","nice",0,NA,"5/29/2018","8:47"
"180529-01","1",4,"R",NA,"nice","nice",1,NA,"5/29/2018","8:47"
"180529-01","1",5,"L",NA,"mean","nice",0,NA,"5/29/2018","8:47"
"180529-01","1",6,"R",NA,"polite","nice",1,NA,"5/29/2018","8:47"
"180529-01","1",7,"L",NA,"nice","nice",0,NA,"5/29/2018","8:47"
"180529-01","1",8,"R",NA,"mean","nice",1,NA,"5/29/2018","8:47"
"180529-01","1",9,"L",NA,"rude","nice",1,NA,"5/29/2018","8:47"
"180529-01","1",10,"L",NA,"polite","nice",1,NA,"5/29/2018","8:47"
"180529-01","1",11,"R",NA,"rude","nice",1,NA,"5/29/2018","8:47"
"180529-01","1",12,"R",NA,"rude","nice",0,NA,"5/29/2018","8:47"
"180605-01","2",0,"R","L","mean","nice",1,1,"6/5/2018","8:38"
"180605-01","2",1,"R",NA,"polite","nice",1,NA,"6/5/2018","8:38"
"180605-01","2",2,"L",NA,"rude","nice",1,NA,"6/5/2018","8:38"
"180605-01","2",3,"R",NA,"rude","nice",1,NA,"6/5/2018","8:38"
"180605-01","2",4,"R",NA,"polite","nice",1,NA,"6/5/2018","8:38"
"180605-01","2",5,"R",NA,"rude","nice",1,NA,"6/5/2018","8:38"
"180605-01","2",6,"L",NA,"polite","nice",1,NA,"6/5/2018","8:38"
"180605-01","2",7,"R",NA,"rude","nice",1,NA,"6/5/2018","8:38"
"180605-01","2",8,"R",NA,"polite","nice",1,NA,"6/5/2018","8:38"
"180605-01","2",9,"R",NA,"rude","nice",1,NA,"6/5/2018","8:38"
"180605-01","2",10,"R",NA,"polite","nice",0,NA,"6/5/2018","8:38"
"180605-01","2",11,"L",NA,"rude","nice",1,NA,"6/5/2018","8:38"
"180605-01","2",12,"R",NA,"polite","nice",1,NA,"6/5/2018","8:38"
"180605-02","2",0,"R","L","mean","nice",1,1,"6/5/2018","9:29"
"180605-02","2",1,"L",NA,"polite","nice",0,NA,"6/5/2018","9:29"
"180605-02","2",2,"L",NA,"rude","nice",1,NA,"6/5/2018","9:29"
"180605-02","2",3,"R",NA,"rude","nice",1,NA,"6/5/2018","9:29"
"180605-02","2",4,"L",NA,"polite","nice",0,NA,"6/5/2018","9:29"
"180605-02","2",5,"R",NA,"rude","nice",1,NA,"6/5/2018","9:29"
"180605-02","2",6,"L",NA,"polite","nice",1,NA,"6/5/2018","9:29"
"180605-02","2",7,"R",NA,"rude","nice",1,NA,"6/5/2018","9:29"
"180605-02","2",8,"R",NA,"polite","nice",1,NA,"6/5/2018","9:29"
"180605-02","2",9,"R",NA,"rude","nice",1,NA,"6/5/2018","9:29"
"180605-02","2",10,"R",NA,"polite","nice",0,NA,"6/5/2018","9:29"
"180605-02","2",11,"L",NA,"rude","nice",1,NA,"6/5/2018","9:29"
"180605-02","2",12,"R",NA,"polite","nice",1,NA,"6/5/2018","9:29"
"ba1108","1",0,"L","R","mean","nice",1,1,"7/9/2018","10:51"
"ba1108","1",1,"L",NA,"polite","nice",1,NA,"7/9/2018","10:51"
"ba1108","1",2,"L",NA,"nice","nice",1,NA,"7/9/2018","10:51"
"ba1108","1",3,"R",NA,"mean","nice",0,NA,"7/9/2018","10:51"
"ba1108","1",4,"L",NA,"nice","nice",1,NA,"7/9/2018","10:51"
"ba1108","1",5,"R",NA,"mean","nice",1,NA,"7/9/2018","10:51"
"ba1108","1",6,"R",NA,"polite","nice",1,NA,"7/9/2018","10:51"
"ba1108","1",7,"L",NA,"nice","nice",0,NA,"7/9/2018","10:51"
"ba1108","1",8,"L",NA,"mean","nice",0,NA,"7/9/2018","10:51"
"ba1108","1",9,"R",NA,"rude","nice",0,NA,"7/9/2018","10:51"
"ba1108","1",10,"R",NA,"polite","nice",0,NA,"7/9/2018","10:51"
"ba1108","1",11,"R",NA,"rude","nice",1,NA,"7/9/2018","10:51"
"ba1108","1",12,"L",NA,"rude","nice",1,NA,"7/9/2018","10:51"
"bb052","2",0,"R","L","mean","nice",1,1,"7/9/2018","13:08"
"bb052","2",1,"L",NA,"polite","nice",0,NA,"7/9/2018","13:08"
"bb052","2",2,"L",NA,"rude","nice",1,NA,"7/9/2018","13:08"
"bb052","2",3,"R",NA,"rude","nice",1,NA,"7/9/2018","13:08"
"bb052","2",4,"R",NA,"polite","nice",1,NA,"7/9/2018","13:08"
"bb052","2",5,"L",NA,"rude","nice",0,NA,"7/9/2018","13:08"
"bb052","2",6,"L",NA,"polite","nice",1,NA,"7/9/2018","13:08"
"bb052","2",7,"R",NA,"rude","nice",1,NA,"7/9/2018","13:08"
"bb052","2",8,"R",NA,"polite","nice",1,NA,"7/9/2018","13:08"
"bb052","2",9,"R",NA,"rude","nice",1,NA,"7/9/2018","13:08"
"bb052","2",10,"L",NA,"polite","nice",1,NA,"7/9/2018","13:08"
"bb052","2",11,"L",NA,"rude","nice",1,NA,"7/9/2018","13:08"
"bb052","2",12,"R",NA,"polite","nice",1,NA,"7/9/2018","13:08"
"bb054","1",0,"L","R","mean","nice",1,1,"7/9/2018","13:34"
"bb054","1",1,"L",NA,"polite","nice",1,NA,"7/9/2018","13:34"
"bb054","1",2,"L",NA,"nice","nice",1,NA,"7/9/2018","13:34"
"ba915","2",0,"R","L","mean","nice",1,1,"7/9/2018","14:15"
"ba915","2",1,"L",NA,"polite","nice",0,NA,"7/9/2018","14:15"
"ba915","2",2,"L",NA,"rude","nice",1,NA,"7/9/2018","14:15"
"ba915","2",3,"L",NA,"rude","nice",0,NA,"7/9/2018","14:15"
"ba915","2",4,"R",NA,"polite","nice",1,NA,"7/9/2018","14:15"
"ba915","2",5,"L",NA,"rude","nice",0,NA,"7/9/2018","14:15"
"ba915","2",6,"L",NA,"polite","nice",1,NA,"7/9/2018","14:15"
"ba915","2",7,"R",NA,"rude","nice",1,NA,"7/9/2018","14:15"
"ba915","2",8,"R",NA,"polite","nice",1,NA,"7/9/2018","14:15"
"ba915","2",9,"R",NA,"rude","nice",1,NA,"7/9/2018","14:15"
"ba915","2",10,"R",NA,"polite","nice",0,NA,"7/9/2018","14:15"
"ba915","2",11,"R",NA,"rude","nice",1,NA,"7/9/2018","14:15"
"ba915","2",12,"R",NA,"polite","nice",1,NA,"7/9/2018","14:15"
"bb051","1",0,"L","R","mean","nice",1,1,"7/9/2018","14:29"
"bb051","1",1,"L",NA,"polite","nice",1,NA,"7/9/2018","14:29"
"bb051","1",2,"L",NA,"nice","nice",1,NA,"7/9/2018","14:29"
"bb051","1",3,"R",NA,"mean","nice",0,NA,"7/9/2018","14:29"
"bb051","1",4,"R",NA,"nice","nice",1,NA,"7/9/2018","14:29"
"bb051","1",5,"R",NA,"mean","nice",1,NA,"7/9/2018","14:29"
"bb051","1",6,"R",NA,"polite","nice",1,NA,"7/9/2018","14:29"
"bb051","1",7,"L",NA,"nice","nice",0,NA,"7/9/2018","14:29"
"bb051","1",8,"R",NA,"mean","nice",1,NA,"7/9/2018","14:29"
"bb051","1",9,"L",NA,"rude","nice",1,NA,"7/9/2018","14:29"
"bb051","1",10,"L",NA,"polite","nice",1,NA,"7/9/2018","14:29"
"bb051","1",11,"R",NA,"rude","nice",1,NA,"7/9/2018","14:29"
"bb051","1",12,"R",NA,"rude","nice",0,NA,"7/9/2018","14:29"
"ba1064","1",0,"L","R","mean","nice",1,1,"7/9/2018","15:25"
"ba1064","1",1,"L",NA,"polite","nice",1,NA,"7/9/2018","15:25"
"ba1064","1",2,"L",NA,"nice","nice",1,NA,"7/9/2018","15:25"
"ba1064","1",3,"L",NA,"mean","nice",1,NA,"7/9/2018","15:25"
"ba1064","1",4,"R",NA,"nice","nice",1,NA,"7/9/2018","15:25"
"ba1064","1",5,"R",NA,"mean","nice",1,NA,"7/9/2018","15:25"
"ba1064","1",6,"R",NA,"polite","nice",1,NA,"7/9/2018","15:25"
"ba1064","1",7,"R",NA,"nice","nice",1,NA,"7/9/2018","15:25"
"ba1064","1",8,"R",NA,"mean","nice",1,NA,"7/9/2018","15:25"
"ba1064","1",9,"L",NA,"rude","nice",1,NA,"7/9/2018","15:25"
"ba1064","1",10,"L",NA,"polite","nice",1,NA,"7/9/2018","15:25"
"ba1064","1",11,"R",NA,"rude","nice",1,NA,"7/9/2018","15:25"
"ba1064","1",12,"R",NA,"rude","nice",0,NA,"7/9/2018","15:25"
"180711-01","1",0,"L","R","mean","nice",1,1,"7/11/2018","9:00"
"180711-01","1",1,"L",NA,"polite","nice",1,NA,"7/11/2018","9:00"
"180711-01","1",2,"L",NA,"nice","nice",1,NA,"7/11/2018","9:00"
"180711-01","1",3,"L",NA,"mean","nice",1,NA,"7/11/2018","9:00"
"180711-01","1",4,"R",NA,"nice","nice",1,NA,"7/11/2018","9:00"
"180711-01","1",5,"R",NA,"mean","nice",1,NA,"7/11/2018","9:00"
"180711-01","1",6,"R",NA,"polite","nice",1,NA,"7/11/2018","9:00"
"180711-01","1",7,"R",NA,"nice","nice",1,NA,"7/11/2018","9:00"
"180711-01","1",8,"R",NA,"mean","nice",1,NA,"7/11/2018","9:00"
"180711-01","1",9,"L",NA,"rude","nice",1,NA,"7/11/2018","9:00"
"180711-01","1",10,"L",NA,"polite","nice",1,NA,"7/11/2018","9:00"
"180711-01","1",11,"R",NA,"rude","nice",1,NA,"7/11/2018","9:00"
"180711-01","1",12,"L",NA,"rude","nice",1,NA,"7/11/2018","9:00"
"180711-02","2",0,"R","L","mean","nice",1,1,"7/11/2018","9:38"
"180711-02","2",1,"R",NA,"polite","nice",1,NA,"7/11/2018","9:38"
"180711-02","2",2,"R",NA,"rude","nice",0,NA,"7/11/2018","9:38"
"180711-02","2",3,"R",NA,"rude","nice",1,NA,"7/11/2018","9:38"
"180711-02","2",4,"R",NA,"polite","nice",1,NA,"7/11/2018","9:38"
"180711-02","2",5,"L",NA,"rude","nice",0,NA,"7/11/2018","9:38"
"180711-02","2",6,"L",NA,"polite","nice",1,NA,"7/11/2018","9:38"
"180711-02","2",7,"L",NA,"rude","nice",0,NA,"7/11/2018","9:38"
"180711-02","2",8,"R",NA,"polite","nice",1,NA,"7/11/2018","9:38"
"180711-02","2",9,"R",NA,"rude","nice",1,NA,"7/11/2018","9:38"
"180711-02","2",10,"R",NA,"polite","nice",0,NA,"7/11/2018","9:38"
"180711-02","2",11,"R",NA,"rude","nice",0,NA,"7/11/2018","9:38"
"180711-02","2",12,"R",NA,"polite","nice",1,NA,"7/11/2018","9:38"
"180711-03","2",0,"R","L","mean","nice",1,1,"7/11/2018","10:04"
"180711-03","2",1,"L",NA,"polite","nice",0,NA,"7/11/2018","10:04"
"180711-03","2",2,"L",NA,"rude","nice",1,NA,"7/11/2018","10:04"
"180711-03","2",3,"L",NA,"rude","nice",0,NA,"7/11/2018","10:04"
"180711-03","2",4,"R",NA,"polite","nice",1,NA,"7/11/2018","10:04"
"180711-03","2",5,"R",NA,"rude","nice",1,NA,"7/11/2018","10:04"
"180711-03","2",6,"L",NA,"polite","nice",1,NA,"7/11/2018","10:04"
"180711-03","2",7,"R",NA,"rude","nice",1,NA,"7/11/2018","10:04"
"180711-03","2",8,"R",NA,"polite","nice",1,NA,"7/11/2018","10:04"
"180711-03","2",9,"R",NA,"rude","nice",1,NA,"7/11/2018","10:04"
"180711-03","2",10,"L",NA,"polite","nice",1,NA,"7/11/2018","10:04"
"180711-03","2",11,"L",NA,"rude","nice",1,NA,"7/11/2018","10:04"
"180711-03","2",12,"R",NA,"polite","nice",1,NA,"7/11/2018","10:04"
"180711-04","1",0,"L","R","mean","nice",1,1,"7/11/2018","13:16"
"180711-04","1",1,"R",NA,"polite","nice",0,NA,"7/11/2018","13:16"
"180711-04","1",2,"L",NA,"nice","nice",1,NA,"7/11/2018","13:16"
"180711-04","1",3,"L",NA,"mean","nice",1,NA,"7/11/2018","13:16"
"180711-04","1",4,"R",NA,"nice","nice",1,NA,"7/11/2018","13:16"
"180711-04","1",5,"L",NA,"mean","nice",0,NA,"7/11/2018","13:16"
"180711-04","1",6,"R",NA,"polite","nice",1,NA,"7/11/2018","13:16"
"180711-04","1",7,"R",NA,"nice","nice",1,NA,"7/11/2018","13:16"
"180711-04","1",8,"R",NA,"mean","nice",1,NA,"7/11/2018","13:16"
"180711-04","1",9,"L",NA,"rude","nice",1,NA,"7/11/2018","13:16"
"180711-04","1",10,"R",NA,"polite","nice",0,NA,"7/11/2018","13:16"
"180711-04","1",11,"R",NA,"rude","nice",1,NA,"7/11/2018","13:16"
"180711-04","1",12,"L",NA,"rude","nice",1,NA,"7/11/2018","13:16"
"180711-05","1",0,"L","R","mean","nice",1,1,"7/11/2018","13:36"
"180711-05","1",1,"L",NA,"polite","nice",1,NA,"7/11/2018","13:36"
"180711-05","1",2,"L",NA,"nice","nice",1,NA,"7/11/2018","13:36"
"180711-05","1",3,"L",NA,"mean","nice",1,NA,"7/11/2018","13:36"
"180711-05","1",4,"R",NA,"nice","nice",1,NA,"7/11/2018","13:36"
"180711-05","1",5,"R",NA,"mean","nice",1,NA,"7/11/2018","13:36"
"180711-05","1",6,"R",NA,"polite","nice",1,NA,"7/11/2018","13:36"
"180711-05","1",7,"L",NA,"nice","nice",0,NA,"7/11/2018","13:36"
"180711-05","1",8,"R",NA,"mean","nice",1,NA,"7/11/2018","13:36"
"180711-05","1",9,"R",NA,"rude","nice",0,NA,"7/11/2018","13:36"
"180711-05","1",10,"R",NA,"polite","nice",0,NA,"7/11/2018","13:36"
"180711-05","1",11,"L",NA,"rude","nice",0,NA,"7/11/2018","13:36"
"180711-05","1",12,"L",NA,"rude","nice",1,NA,"7/11/2018","13:36"
"180711-06","1",0,"L","R","mean","nice",1,1,"7/11/2018","13:55"
"180711-06","1",1,"L",NA,"polite","nice",1,NA,"7/11/2018","13:55"
"180711-06","1",2,"L",NA,"nice","nice",1,NA,"7/11/2018","13:55"
"180711-06","1",3,"L",NA,"mean","nice",1,NA,"7/11/2018","13:55"
"180711-06","1",4,"R",NA,"nice","nice",1,NA,"7/11/2018","13:55"
"180711-06","1",5,"R",NA,"mean","nice",1,NA,"7/11/2018","13:55"
"180711-06","1",6,"R",NA,"polite","nice",1,NA,"7/11/2018","13:55"
"180711-06","1",7,"R",NA,"nice","nice",1,NA,"7/11/2018","13:55"
"180711-06","1",8,"R",NA,"mean","nice",1,NA,"7/11/2018","13:55"
"180711-06","1",9,"L",NA,"rude","nice",1,NA,"7/11/2018","13:55"
"180711-06","1",10,"L",NA,"polite","nice",1,NA,"7/11/2018","13:55"
"180711-06","1",11,"R",NA,"rude","nice",1,NA,"7/11/2018","13:55"
"180711-06","1",12,"R",NA,"rude","nice",0,NA,"7/11/2018","13:55"
"180711-07","1",0,"L","R","mean","nice",1,1,"7/11/2018","14:15"
"180711-07","1",1,"L",NA,"polite","nice",1,NA,"7/11/2018","14:15"
"180711-07","1",2,"L",NA,"nice","nice",1,NA,"7/11/2018","14:15"
"180711-07","1",3,"L",NA,"mean","nice",1,NA,"7/11/2018","14:15"
"180711-07","1",4,"R",NA,"nice","nice",1,NA,"7/11/2018","14:15"
"180711-07","1",5,"R",NA,"mean","nice",1,NA,"7/11/2018","14:15"
"180711-07","1",6,"R",NA,"polite","nice",1,NA,"7/11/2018","14:15"
"180711-07","1",7,"R",NA,"nice","nice",1,NA,"7/11/2018","14:15"
"180711-07","1",8,"R",NA,"mean","nice",1,NA,"7/11/2018","14:15"
"180711-07","1",9,"L",NA,"rude","nice",1,NA,"7/11/2018","14:15"
"180711-07","1",10,"L",NA,"polite","nice",1,NA,"7/11/2018","14:15"
"180711-07","1",11,"R",NA,"rude","nice",1,NA,"7/11/2018","14:15"
"180711-07","1",12,"L",NA,"rude","nice",1,NA,"7/11/2018","14:15"
"180711-08","1",0,"L","R","mean","nice",1,1,"7/11/2018","14:36"
"180711-08","1",1,"L",NA,"polite","nice",1,NA,"7/11/2018","14:36"
"180711-08","1",2,"L",NA,"nice","nice",1,NA,"7/11/2018","14:36"
"180711-08","1",3,"L",NA,"mean","nice",1,NA,"7/11/2018","14:36"
"180711-08","1",4,"R",NA,"nice","nice",1,NA,"7/11/2018","14:36"
"180711-08","1",5,"R",NA,"mean","nice",1,NA,"7/11/2018","14:36"
"180711-08","1",6,"R",NA,"polite","nice",1,NA,"7/11/2018","14:36"
"180711-08","1",7,"R",NA,"nice","nice",1,NA,"7/11/2018","14:36"
"180711-08","1",8,"L",NA,"mean","nice",0,NA,"7/11/2018","14:36"
"180711-08","1",9,"L",NA,"rude","nice",1,NA,"7/11/2018","14:36"
"180711-08","1",10,"L",NA,"polite","nice",1,NA,"7/11/2018","14:36"
"180711-08","1",11,"R",NA,"rude","nice",1,NA,"7/11/2018","14:36"
"180711-08","1",12,"R",NA,"rude","nice",0,NA,"7/11/2018","14:36"
"180713-02","1",0,"L","R","mean","nice",1,1,"7/13/2018","9:02"
"180713-02","1",1,"L",NA,"polite","nice",1,NA,"7/13/2018","9:02"
"180713-02","1",2,"L",NA,"nice","nice",1,NA,"7/13/2018","9:02"
"180713-02","1",3,"R",NA,"mean","nice",0,NA,"7/13/2018","9:02"
"180713-02","1",4,"R",NA,"nice","nice",1,NA,"7/13/2018","9:02"
"180713-02","1",5,"R",NA,"mean","nice",1,NA,"7/13/2018","9:02"
"180713-02","1",6,"R",NA,"polite","nice",1,NA,"7/13/2018","9:02"
"180713-02","1",7,"R",NA,"nice","nice",1,NA,"7/13/2018","9:02"
"180713-02","1",8,"R",NA,"mean","nice",1,NA,"7/13/2018","9:02"
"180713-02","1",9,"R",NA,"rude","nice",0,NA,"7/13/2018","9:02"
"180713-02","1",10,"L",NA,"polite","nice",1,NA,"7/13/2018","9:02"
"180713-02","1",11,"L",NA,"rude","nice",0,NA,"7/13/2018","9:02"
"180713-02","1",12,"R",NA,"rude","nice",0,NA,"7/13/2018","9:02"
"180713-03","2",0,"R","L","mean","nice",1,1,"7/13/2018","9:43"
"180713-03","2",1,"R",NA,"polite","nice",1,NA,"7/13/2018","9:43"
"180713-03","2",2,"R",NA,"rude","nice",0,NA,"7/13/2018","9:43"
"180713-03","2",3,"L",NA,"rude","nice",0,NA,"7/13/2018","9:43"
"180713-03","2",4,"R",NA,"polite","nice",1,NA,"7/13/2018","9:43"
"180713-03","2",5,"R",NA,"rude","nice",1,NA,"7/13/2018","9:43"
"180713-03","2",6,"L",NA,"polite","nice",1,NA,"7/13/2018","9:43"
"180713-03","2",7,"R",NA,"rude","nice",1,NA,"7/13/2018","9:43"
"180713-03","2",8,"R",NA,"polite","nice",1,NA,"7/13/2018","9:43"
"180713-03","2",9,"R",NA,"rude","nice",1,NA,"7/13/2018","9:43"
"180713-03","2",10,"L",NA,"polite","nice",1,NA,"7/13/2018","9:43"
"180713-03","2",11,"L",NA,"rude","nice",1,NA,"7/13/2018","9:43"
"180713-03","2",12,"R",NA,"polite","nice",1,NA,"7/13/2018","9:43"
"180713-04","1",0,"L","R","mean","nice",1,1,"7/13/2018","13:11"
"180713-04","1",1,"L",NA,"polite","nice",1,NA,"7/13/2018","13:11"
"180713-04","1",2,"L",NA,"nice","nice",1,NA,"7/13/2018","13:11"
"180713-04","1",3,"L",NA,"mean","nice",1,NA,"7/13/2018","13:11"
"180713-04","1",4,"R",NA,"nice","nice",1,NA,"7/13/2018","13:11"
"180713-04","1",5,"R",NA,"mean","nice",1,NA,"7/13/2018","13:11"
"180713-04","1",6,"R",NA,"polite","nice",1,NA,"7/13/2018","13:11"
"180713-04","1",7,"R",NA,"nice","nice",1,NA,"7/13/2018","13:11"
"180713-04","1",8,"R",NA,"mean","nice",1,NA,"7/13/2018","13:11"
"180713-04","1",9,"L",NA,"rude","nice",1,NA,"7/13/2018","13:11"
"180713-04","1",10,"L",NA,"polite","nice",1,NA,"7/13/2018","13:11"
"180713-04","1",11,"R",NA,"rude","nice",1,NA,"7/13/2018","13:11"
"180713-04","1",12,"L",NA,"rude","nice",1,NA,"7/13/2018","13:11"
