"subid","order","trial_num","target1side","target2side","qtype1","qtype2","correct1","correct2","date","time"
"170712-03","2",3,"R","L","mean","play",1,1,"7/12/2017","9:10"
"170712-03","2",4,"R","R","nice","play",1,1,"7/12/2017","9:10"
"170712-03","2",5,"R","L","rude","undefined",1,1,"7/12/2017","9:10"
"170712-03","2",6,"L","L","polite","comp",1,1,"7/12/2017","9:10"
"170712-03","2",7,"R","L","rude","comp",1,1,"7/12/2017","9:10"
"170712-03","2",8,"R","R","nice","play",1,1,"7/12/2017","9:10"
"170712-03","2",9,"R","L","mean","comp",1,1,"7/12/2017","9:10"
"170712-03","2",10,"L","L","nice","comp",1,1,"7/12/2017","9:10"
"170712-03","2",11,"L","R","mean","play",1,1,"7/12/2017","9:10"
"170712-03","2",12,"R","R","polite","comp",1,1,"7/12/2017","9:10"
"170712-04","1",0,"L","R","mean","nice",1,1,"7/12/2017","9:23"
"170712-04","1",1,"L","L","polite","play",1,1,"7/12/2017","9:23"
"170712-04","1",2,"L","R","nice","comp",1,0,"7/12/2017","9:23"
"170712-04","1",3,"R","L","mean","play",0,0,"7/12/2017","9:23"
"170712-04","1",4,"L","R","nice","comp",0,1,"7/12/2017","9:23"
"170712-04","1",5,"R","L","mean","comp",1,1,"7/12/2017","9:23"
"170712-04","1",6,"R","L","polite","play",1,0,"7/12/2017","9:23"
"170712-04","1",7,"L","R","nice","play",0,1,"7/12/2017","9:23"
"170712-04","1",8,"R","L","mean","play",1,1,"7/12/2017","9:23"
"170712-04","1",9,"L","R","rude","comp",1,1,"7/12/2017","9:23"
"170712-04","1",10,"R","L","polite","comp",0,1,"7/12/2017","9:23"
"170712-04","1",11,"R","L","rude","play",1,1,"7/12/2017","9:23"
"170712-04","1",12,"R","L","rude","comp",0,0,"7/12/2017","9:23"
"170712-05","1",0,"L","R","mean","nice",1,1,"7/12/2017","9:40"
"170712-05","1",1,"R","R","polite","play",0,0,"7/12/2017","9:40"
"170712-05","1",2,"L","L","nice","comp",1,1,"7/12/2017","9:40"
"170712-05","1",3,"L","R","mean","play",1,1,"7/12/2017","9:40"
"170712-05","1",4,"R","R","nice","comp",1,1,"7/12/2017","9:40"
"170712-05","1",5,"R","L","mean","comp",1,1,"7/12/2017","9:40"
"170712-05","1",6,"R","R","polite","play",1,1,"7/12/2017","9:40"
"170712-05","1",7,"R","L","nice","play",1,0,"7/12/2017","9:40"
"170712-05","1",8,"R","L","mean","play",1,1,"7/12/2017","9:40"
"170712-05","1",9,"L","R","rude","comp",1,1,"7/12/2017","9:40"
"170712-05","1",10,"L","L","polite","comp",1,1,"7/12/2017","9:40"
"170712-05","1",11,"R","L","rude","play",1,1,"7/12/2017","9:40"
"170712-05","1",12,"L","R","rude","comp",1,1,"7/12/2017","9:40"
"170712-06","1",0,"L","R","mean","nice",1,1,"7/12/2017","10:00"
"170712-06","1",1,"L","L","polite","play",1,1,"7/12/2017","10:00"
"170712-06","1",2,"L","L","nice","comp",1,1,"7/12/2017","10:00"
"170712-06","1",3,"L","R","mean","play",1,1,"7/12/2017","10:00"
"170712-06","1",4,"R","R","nice","comp",1,1,"7/12/2017","10:00"
"170712-06","1",5,"R","L","mean","comp",1,1,"7/12/2017","10:00"
"170712-07","1",0,"L","R","mean","nice",1,1,"7/12/2017","10:48"
"170712-07","1",1,"L","R","polite","play",1,0,"7/12/2017","10:48"
"170712-07","1",2,"L","R","nice","comp",1,0,"7/12/2017","10:48"
"170712-07","1",3,"L","R","mean","play",1,1,"7/12/2017","10:48"
"170712-07","1",4,"L","R","nice","comp",0,1,"7/12/2017","10:48"
"170712-07","1",5,"L","R","mean","comp",0,0,"7/12/2017","10:48"
"170712-07","1",6,"L","R","polite","play",0,1,"7/12/2017","10:48"
"170712-07","1",7,"L","R","nice","play",0,1,"7/12/2017","10:48"
"170712-07","1",8,"R","L","mean","play",1,1,"7/12/2017","10:48"
"170712-07","1",9,"L","R","rude","comp",1,1,"7/12/2017","10:48"
"170712-07","1",10,"L","R","polite","comp",1,0,"7/12/2017","10:48"
"170712-07","1",11,"L","R","rude","play",0,0,"7/12/2017","10:48"
"170712-07","1",12,"L","R","rude","comp",1,1,"7/12/2017","10:48"
"170712-08","2",0,"R","L","mean","nice",1,1,"7/12/2017","11:00"
"170712-08","2",1,"L","R","polite","comp",0,1,"7/12/2017","11:00"
"170712-08","2",2,"R","L","rude","play",0,0,"7/12/2017","11:00"
"170712-08","2",3,"L","R","mean","play",0,0,"7/12/2017","11:00"
"170712-08","2",4,"L","L","nice","play",0,0,"7/12/2017","11:00"
"170712-08","2",5,"L","L","rude","undefined",0,1,"7/12/2017","11:00"
"170712-08","2",6,"L","L","polite","comp",1,1,"7/12/2017","11:00"
"170712-08","2",7,"R","L","rude","comp",1,1,"7/12/2017","11:00"
"170712-08","2",8,"L","L","nice","play",0,0,"7/12/2017","11:00"
"170712-08","2",9,"R","L","mean","comp",1,1,"7/12/2017","11:00"
"170712-08","2",10,"L","L","nice","comp",1,1,"7/12/2017","11:00"
"170712-08","2",11,"L","R","mean","play",1,1,"7/12/2017","11:00"
"170712-08","2",12,"L","R","polite","comp",0,1,"7/12/2017","11:00"
"170712-09","1",0,"L","R","mean","nice",1,1,"7/12/2017","12:55"
"170712-09","1",1,"L","R","polite","play",1,0,"7/12/2017","12:55"
"170712-09","1",2,"L","R","nice","comp",1,0,"7/12/2017","12:55"
"170712-09","1",3,"R","L","mean","play",0,0,"7/12/2017","12:55"
"170712-09","1",4,"R","L","nice","comp",1,0,"7/12/2017","12:55"
"170712-09","1",5,"L","R","mean","comp",0,0,"7/12/2017","12:55"
"170712-09","1",6,"R","L","polite","play",1,0,"7/12/2017","12:55"
"170712-09","1",7,"L","R","nice","play",0,1,"7/12/2017","12:55"
"170712-09","1",8,"R","L","mean","play",1,1,"7/12/2017","12:55"
"170712-09","1",9,"R","L","rude","comp",0,0,"7/12/2017","12:55"
"170712-09","1",10,"L","R","polite","comp",1,0,"7/12/2017","12:55"
"170712-09","1",11,"L","R","rude","play",0,0,"7/12/2017","12:55"
"170712-09","1",12,"R","L","rude","comp",0,0,"7/12/2017","12:55"
"170712-10","1",0,"L","R","mean","nice",1,1,"7/12/2017","13:31"
"170712-10","1",1,"L","R","polite","play",1,0,"7/12/2017","13:31"
"170712-10","1",2,"R","L","nice","comp",0,1,"7/12/2017","13:31"
"170712-10","1",3,"R","L","mean","play",0,0,"7/12/2017","13:31"
"170712-10","1",4,"R","L","nice","comp",1,0,"7/12/2017","13:31"
"170712-10","1",5,"R","L","mean","comp",1,1,"7/12/2017","13:31"
"170712-10","1",6,"R","L","polite","play",1,0,"7/12/2017","13:31"
"170712-10","1",7,"L","R","nice","play",0,1,"7/12/2017","13:31"
"170712-10","1",8,"R","L","mean","play",1,1,"7/12/2017","13:31"
"170712-10","1",9,"R","L","rude","comp",0,0,"7/12/2017","13:31"
"170712-10","1",10,"R","L","polite","comp",0,1,"7/12/2017","13:31"
"170712-10","1",11,"R","L","rude","play",1,1,"7/12/2017","13:31"
"170712-10","1",12,"R","L","rude","comp",0,0,"7/12/2017","13:31"
"170712-11","1",0,"L","R","mean","nice",1,1,"7/12/2017","13:53"
"170712-11","1",1,"L","L","polite","play",1,1,"7/12/2017","13:53"
"170712-11","1",2,"L","L","nice","comp",1,1,"7/12/2017","13:53"
"170712-11","1",3,"L","R","mean","play",1,1,"7/12/2017","13:53"
"170712-11","1",4,"R","R","nice","comp",1,1,"7/12/2017","13:53"
"170712-11","1",5,"R","L","mean","comp",1,1,"7/12/2017","13:53"
"170712-11","1",6,"R","R","polite","play",1,1,"7/12/2017","13:53"
"170712-11","1",7,"R","R","nice","play",1,1,"7/12/2017","13:53"
"170712-11","1",8,"R","L","mean","play",1,1,"7/12/2017","13:53"
"170712-11","1",9,"L","R","rude","comp",1,1,"7/12/2017","13:53"
"170712-11","1",10,"L","L","polite","comp",1,1,"7/12/2017","13:53"
"170712-11","1",11,"R","L","rude","play",1,1,"7/12/2017","13:53"
"170712-11","1",12,"L","R","rude","comp",1,1,"7/12/2017","13:53"
"170712-12","1",0,"L","R","mean","nice",1,1,"7/12/2017","14:11"
"170712-12","1",1,"L","L","polite","play",1,1,"7/12/2017","14:11"
"170712-12","1",2,"L","L","nice","comp",1,1,"7/12/2017","14:11"
"170712-12","1",3,"L","R","mean","play",1,1,"7/12/2017","14:11"
"170712-12","1",4,"R","R","nice","comp",1,1,"7/12/2017","14:11"
"170712-12","1",5,"L","R","mean","comp",0,0,"7/12/2017","14:11"
"170712-12","1",6,"L","R","polite","play",0,1,"7/12/2017","14:11"
"170712-12","1",7,"R","R","nice","play",1,1,"7/12/2017","14:11"
"170712-12","1",8,"R","L","mean","play",1,1,"7/12/2017","14:11"
"170712-12","1",9,"L","R","rude","comp",1,1,"7/12/2017","14:11"
"170712-12","1",10,"L","L","polite","comp",1,1,"7/12/2017","14:11"
"170712-12","1",11,"R","L","rude","play",1,1,"7/12/2017","14:11"
"170712-12","1",12,"R","R","rude","comp",0,1,"7/12/2017","14:11"
"170712-13","1",0,"R","L","mean","nice",0,0,"7/12/2017","14:25"
"170712-13","1",1,"R","L","polite","play",0,1,"7/12/2017","14:25"
"170712-13","1",2,"L","R","nice","comp",1,0,"7/12/2017","14:25"
"170712-13","1",3,"R","L","mean","play",0,0,"7/12/2017","14:25"
"170712-13","1",4,"R","L","nice","comp",1,0,"7/12/2017","14:25"
"170712-13","1",5,"R","L","mean","comp",1,1,"7/12/2017","14:25"
"170712-13","1",6,"R","L","polite","play",1,0,"7/12/2017","14:25"
"170712-13","1",7,"R","L","nice","play",1,0,"7/12/2017","14:25"
"170712-13","1",8,"R","L","mean","play",1,1,"7/12/2017","14:25"
"170712-13","1",9,"L","R","rude","comp",1,1,"7/12/2017","14:25"
"170712-13","1",10,"L","L","polite","comp",1,1,"7/12/2017","14:25"
"170712-13","1",11,"R","L","rude","play",1,1,"7/12/2017","14:25"
"170712-13","1",12,"L","R","rude","comp",1,1,"7/12/2017","14:25"
"170712-14","1",0,"L","R","mean","nice",1,1,"7/12/2017","15:19"
"170712-14","1",1,"L","R","polite","play",1,0,"7/12/2017","15:19"
"170712-14","1",2,"L","L","nice","comp",1,1,"7/12/2017","15:19"
"170712-14","1",3,"L","R","mean","play",1,1,"7/12/2017","15:19"
"170712-14","1",4,"R","R","nice","comp",1,1,"7/12/2017","15:19"
"170712-14","1",5,"R","L","mean","comp",1,1,"7/12/2017","15:19"
"170712-14","1",6,"L","L","polite","play",0,0,"7/12/2017","15:19"
"170712-14","1",7,"R","R","nice","play",1,1,"7/12/2017","15:19"
"170712-14","1",8,"R","L","mean","play",1,1,"7/12/2017","15:19"
"170712-14","1",9,"L","R","rude","comp",1,1,"7/12/2017","15:19"
"170712-14","1",10,"R","R","polite","comp",0,0,"7/12/2017","15:19"
"170712-14","1",11,"R","L","rude","play",1,1,"7/12/2017","15:19"
"170712-14","1",12,"L","R","rude","comp",1,1,"7/12/2017","15:19"
"170712-15","2",0,"R","L","mean","nice",1,1,"7/12/2017","15:35"
"170712-15","2",1,"L","L","polite","comp",0,0,"7/12/2017","15:35"
"170712-15","2",2,"R","L","rude","play",0,0,"7/12/2017","15:35"
"170712-15","2",3,"R","L","mean","play",1,1,"7/12/2017","15:35"
"170712-15","2",4,"R","L","nice","play",1,0,"7/12/2017","15:35"
"170712-15","2",5,"L","R","rude","undefined",0,0,"7/12/2017","15:35"
"170712-15","2",6,"R","L","polite","comp",0,1,"7/12/2017","15:35"
"170712-15","2",7,"R","L","rude","comp",1,1,"7/12/2017","15:35"
"170712-15","2",8,"R","L","nice","play",1,0,"7/12/2017","15:35"
"170712-15","2",9,"R","L","mean","comp",1,1,"7/12/2017","15:35"
"170712-15","2",10,"R","L","nice","comp",0,1,"7/12/2017","15:35"
"170712-15","2",11,"R","L","mean","play",0,0,"7/12/2017","15:35"
"170712-15","2",12,"L","R","polite","comp",0,1,"7/12/2017","15:35"
"170714-16","2",0,"R","L","mean","nice",1,1,"7/14/2017","13:01"
"170714-16","2",1,"L","R","polite","comp",0,1,"7/14/2017","13:01"
"170714-16","2",2,"R","L","rude","play",0,0,"7/14/2017","13:01"
"170714-16","2",3,"L","R","mean","play",0,0,"7/14/2017","13:01"
"170714-16","2",4,"R","R","nice","play",1,1,"7/14/2017","13:01"
"170714-16","2",5,"R","L","rude","undefined",1,1,"7/14/2017","13:01"
"170714-16","2",6,"L","L","polite","comp",1,1,"7/14/2017","13:01"
"170714-16","2",7,"R","L","rude","comp",1,1,"7/14/2017","13:01"
"170714-16","2",8,"R","R","nice","play",1,1,"7/14/2017","13:01"
"170714-16","2",9,"R","L","mean","comp",1,1,"7/14/2017","13:01"
"170714-16","2",10,"L","R","nice","comp",1,0,"7/14/2017","13:01"
"170714-16","2",11,"L","L","mean","play",1,0,"7/14/2017","13:01"
"170714-16","2",12,"R","R","polite","comp",1,1,"7/14/2017","13:01"
"170714-17","1",0,"L","R","mean","nice",1,1,"7/14/2017","13:22"
"170714-17","1",1,"R","R","polite","play",0,0,"7/14/2017","13:22"
"170714-17","1",2,"L","L","nice","comp",1,1,"7/14/2017","13:22"
"170714-17","1",3,"L","R","mean","play",1,1,"7/14/2017","13:22"
"170714-17","1",4,"L","L","nice","comp",0,0,"7/14/2017","13:22"
"170714-17","1",5,"L","R","mean","comp",0,0,"7/14/2017","13:22"
"170714-17","1",6,"R","R","polite","play",1,1,"7/14/2017","13:22"
"170714-17","1",7,"R","R","nice","play",1,1,"7/14/2017","13:22"
"170714-17","1",8,"R","L","mean","play",1,1,"7/14/2017","13:22"
"170714-17","1",9,"R","L","rude","comp",0,0,"7/14/2017","13:22"
"170714-17","1",10,"R","R","polite","comp",0,0,"7/14/2017","13:22"
"170714-17","1",11,"R","L","rude","play",1,1,"7/14/2017","13:22"
"170714-17","1",12,"L","R","rude","comp",1,1,"7/14/2017","13:22"
"170714-18","2",0,"R","L","mean","nice",1,1,"7/14/2017","13:45"
"170714-18","2",1,"R","L","polite","comp",1,0,"7/14/2017","13:45"
"170714-18","2",2,"R","L","rude","play",0,0,"7/14/2017","13:45"
"170714-18","2",3,"L","R","mean","play",0,0,"7/14/2017","13:45"
"170714-18","2",4,"R","L","nice","play",1,0,"7/14/2017","13:45"
"170714-18","2",5,"R","L","rude","undefined",1,1,"7/14/2017","13:45"
"170714-18","2",6,"R","L","polite","comp",0,1,"7/14/2017","13:45"
"170714-18","2",7,"R","L","rude","comp",1,1,"7/14/2017","13:45"
"170714-18","2",8,"L","R","nice","play",0,1,"7/14/2017","13:45"
"170714-18","2",9,"R","L","mean","comp",1,1,"7/14/2017","13:45"
"170714-18","2",10,"R","L","nice","comp",0,1,"7/14/2017","13:45"
"170714-18","2",11,"R","L","mean","play",0,0,"7/14/2017","13:45"
"170714-18","2",12,"L","R","polite","comp",0,1,"7/14/2017","13:45"
"170714-19","2",0,"R","L","mean","nice",1,1,"7/14/2017","14:03"
"170714-19","2",1,"R","L","polite","comp",1,0,"7/14/2017","14:03"
"170714-19","2",2,"L","R","rude","play",1,1,"7/14/2017","14:03"
"170714-19","2",3,"R","L","mean","play",1,1,"7/14/2017","14:03"
"170714-19","2",4,"L","R","nice","play",0,1,"7/14/2017","14:03"
"170714-19","2",5,"R","L","rude","undefined",1,1,"7/14/2017","14:03"
"170714-19","2",6,"R","L","polite","comp",0,1,"7/14/2017","14:03"
"170714-19","2",7,"R","L","rude","comp",1,1,"7/14/2017","14:03"
"170714-19","2",8,"L","R","nice","play",0,1,"7/14/2017","14:03"
"170714-19","2",9,"R","L","mean","comp",1,1,"7/14/2017","14:03"
"170714-19","2",10,"R","L","nice","comp",0,1,"7/14/2017","14:03"
"170714-19","2",11,"R","L","mean","play",0,0,"7/14/2017","14:03"
"170714-19","2",12,"L","R","polite","comp",0,1,"7/14/2017","14:03"
"170714-20","1",0,"L","R","mean","nice",1,1,"7/14/2017","14:24"
"170714-20","1",1,"R","R","polite","play",0,0,"7/14/2017","14:24"
"170714-20","1",2,"R","L","nice","comp",0,1,"7/14/2017","14:24"
"170714-20","1",3,"L","R","mean","play",1,1,"7/14/2017","14:24"
"170714-20","1",4,"R","R","nice","comp",1,1,"7/14/2017","14:24"
"170714-20","1",5,"L","R","mean","comp",0,0,"7/14/2017","14:24"
"170714-20","1",6,"R","R","polite","play",1,1,"7/14/2017","14:24"
"170714-20","1",7,"R","R","nice","play",1,1,"7/14/2017","14:24"
"170714-20","1",8,"R","L","mean","play",1,1,"7/14/2017","14:24"
"170714-20","1",9,"R","L","rude","comp",0,0,"7/14/2017","14:24"
"170714-20","1",10,"L","L","polite","comp",1,1,"7/14/2017","14:24"
"170714-20","1",11,"R","L","rude","play",1,1,"7/14/2017","14:24"
"170714-20","1",12,"L","R","rude","comp",1,1,"7/14/2017","14:24"
"170714-21","1",0,"L","R","mean","nice",1,1,"7/14/2017","14:37"
"170714-21","1",1,"R","L","polite","play",0,1,"7/14/2017","14:37"
"170714-21","1",2,"L","L","nice","comp",1,1,"7/14/2017","14:37"
"170714-21","1",3,"L","R","mean","play",1,1,"7/14/2017","14:37"
"170714-21","1",4,"R","R","nice","comp",1,1,"7/14/2017","14:37"
"170714-21","1",5,"R","L","mean","comp",1,1,"7/14/2017","14:37"
"170714-21","1",6,"R","R","polite","play",1,1,"7/14/2017","14:37"
"170714-21","1",7,"R","R","nice","play",1,1,"7/14/2017","14:37"
"170714-21","1",8,"R","L","mean","play",1,1,"7/14/2017","14:37"
"170714-21","1",9,"R","L","rude","comp",0,0,"7/14/2017","14:37"
"170714-21","1",10,"L","L","polite","comp",1,1,"7/14/2017","14:37"
"170714-21","1",11,"R","L","rude","play",1,1,"7/14/2017","14:37"
"170714-21","1",12,"R","L","rude","comp",0,0,"7/14/2017","14:37"
"170714-22","1",0,"L","R","mean","nice",1,1,"7/14/2017","15:19"
"170714-22","1",1,"L","L","polite","play",1,1,"7/14/2017","15:19"
"170714-22","1",2,"L","L","nice","comp",1,1,"7/14/2017","15:19"
"170714-22","1",3,"R","R","mean","play",0,1,"7/14/2017","15:19"
"170714-22","1",4,"R","R","nice","comp",1,1,"7/14/2017","15:19"
"170714-22","1",5,"L","R","mean","comp",0,0,"7/14/2017","15:19"
"170714-22","1",6,"R","R","polite","play",1,1,"7/14/2017","15:19"
"170714-22","1",7,"R","R","nice","play",1,1,"7/14/2017","15:19"
"170714-22","1",8,"R","L","mean","play",1,1,"7/14/2017","15:19"
"170714-22","1",9,"L","R","rude","comp",1,1,"7/14/2017","15:19"
"170714-22","1",10,"L","R","polite","comp",1,0,"7/14/2017","15:19"
"170714-22","1",11,"R","L","rude","play",1,1,"7/14/2017","15:19"
"170714-22","1",12,"L","R","rude","comp",1,1,"7/14/2017","15:19"
"170714-23","1",0,"L","R","mean","nice",1,1,"7/14/2017","15:35"
"170714-23","1",1,"R","L","polite","play",0,1,"7/14/2017","15:35"
"170714-23","1",2,"L","R","nice","comp",1,0,"7/14/2017","15:35"
"170714-23","1",3,"R","L","mean","play",0,0,"7/14/2017","15:35"
"170714-23","1",4,"L","R","nice","comp",0,1,"7/14/2017","15:35"
"170714-23","1",5,"L","R","mean","comp",0,0,"7/14/2017","15:35"
"170714-23","1",6,"L","L","polite","play",0,1,"7/14/2017","15:35"
"170714-23","1",7,"L","L","nice","play",0,1,"7/14/2017","15:35"
"170714-23","1",8,"L","L","mean","play",0,0,"7/14/2017","15:35"
"170714-23","1",9,"L","L","rude","comp",1,1,"7/14/2017","15:35"
"170714-23","1",10,"L","R","polite","comp",1,1,"7/14/2017","15:35"
"170714-23","1",11,"L","R","rude","play",0,1,"7/14/2017","15:35"
"170714-23","1",12,"L","R","rude","comp",1,1,"7/14/2017","15:35"
"170719-24","1",0,"L","R","mean","nice",1,1,"7/19/2017","8:40"
"170719-24","1",1,"R","L","polite","play",0,1,"7/19/2017","8:40"
"170719-24","1",2,"L","L","nice","comp",1,1,"7/19/2017","8:40"
"170719-24","1",3,"L","R","mean","play",1,1,"7/19/2017","8:40"
"170719-24","1",4,"L","L","nice","comp",0,0,"7/19/2017","8:40"
"170719-24","1",5,"L","L","mean","comp",0,1,"7/19/2017","8:40"
"170719-24","1",6,"L","R","polite","play",0,1,"7/19/2017","8:40"
"170719-24","1",7,"R","L","nice","play",1,0,"7/19/2017","8:40"
"170719-24","1",8,"R","L","mean","play",1,1,"7/19/2017","8:40"
"170719-24","1",9,"L","R","rude","comp",1,1,"7/19/2017","8:40"
"170719-24","1",10,"L","R","polite","comp",1,0,"7/19/2017","8:40"
"170719-24","1",11,"L","R","rude","play",0,0,"7/19/2017","8:40"
"170719-24","1",12,"R","L","rude","comp",0,0,"7/19/2017","8:40"
"170719-25","2",0,"R","L","mean","nice",1,1,"7/19/2017","9:09"
"170719-25","2",1,"L","R","polite","comp",0,1,"7/19/2017","9:09"
"170719-25","2",2,"R","L","rude","play",0,0,"7/19/2017","9:09"
"170719-25","2",3,"L","R","mean","play",0,0,"7/19/2017","9:09"
"170719-25","2",4,"R","R","nice","play",1,1,"7/19/2017","9:09"
"170719-25","2",5,"R","L","rude","undefined",1,1,"7/19/2017","9:09"
"170719-25","2",6,"R","L","polite","comp",0,1,"7/19/2017","9:09"
"170719-25","2",7,"R","L","rude","comp",1,1,"7/19/2017","9:09"
"170719-25","2",8,"L","R","nice","play",0,0,"7/19/2017","9:09"
"170719-25","2",9,"R","L","mean","comp",1,1,"7/19/2017","9:09"
"170719-25","2",10,"R","R","nice","comp",0,0,"7/19/2017","9:09"
"170719-25","2",11,"R","L","mean","play",0,0,"7/19/2017","9:09"
"170719-25","2",12,"R","R","polite","comp",1,1,"7/19/2017","9:09"
"170719-26","2",0,"R","L","mean","nice",1,1,"7/19/2017","9:32"
"170719-26","2",1,"L","R","polite","comp",0,1,"7/19/2017","9:32"
"170719-26","2",2,"R","L","rude","play",0,0,"7/19/2017","9:32"
"170719-26","2",3,"R","L","mean","play",1,1,"7/19/2017","9:32"
"170719-26","2",4,"L","R","nice","play",0,1,"7/19/2017","9:32"
"170719-26","2",5,"R","L","rude","undefined",1,1,"7/19/2017","9:32"
"170719-26","2",6,"L","L","polite","comp",1,1,"7/19/2017","9:32"
"170719-26","2",7,"R","L","rude","comp",1,1,"7/19/2017","9:32"
"170719-26","2",8,"L","R","nice","play",0,1,"7/19/2017","9:32"
"170719-26","2",9,"R","L","mean","comp",1,1,"7/19/2017","9:32"
"170719-26","2",10,"R","L","nice","comp",0,1,"7/19/2017","9:32"
"170719-26","2",11,"R","L","mean","play",0,0,"7/19/2017","9:32"
"170719-26","2",12,"R","L","polite","comp",1,0,"7/19/2017","9:32"
"170719-27","1",0,"L","R","mean","nice",1,1,"7/19/2017","9:41"
"170719-27","1",1,"R","R","polite","play",0,0,"7/19/2017","9:41"
"170719-27","1",2,"L","R","nice","comp",1,0,"7/19/2017","9:41"
"170719-27","1",3,"L","L","mean","play",1,0,"7/19/2017","9:41"
"170719-27","1",4,"R","R","nice","comp",1,1,"7/19/2017","9:41"
"170719-27","1",5,"R","L","mean","comp",1,1,"7/19/2017","9:41"
"170719-27","1",6,"R","R","polite","play",1,1,"7/19/2017","9:41"
"170719-27","1",7,"R","R","nice","play",1,1,"7/19/2017","9:41"
"170719-27","1",8,"R","L","mean","play",1,1,"7/19/2017","9:41"
"170719-27","1",9,"L","R","rude","comp",1,1,"7/19/2017","9:41"
"170719-27","1",10,"L","L","polite","comp",1,1,"7/19/2017","9:41"
"170719-27","1",11,"R","L","rude","play",1,1,"7/19/2017","9:41"
"170719-27","1",12,"L","R","rude","comp",1,1,"7/19/2017","9:41"
"170721-28","1",0,"L","L","mean","nice",1,0,"7/19/2017","9:58"
"170721-28","1",1,"L","R","polite","play",1,0,"7/19/2017","9:58"
"170721-28","1",2,"L","R","nice","comp",1,0,"7/19/2017","9:58"
"170721-28","1",3,"L","R","mean","play",1,1,"7/19/2017","9:58"
"170721-28","1",4,"R","L","nice","comp",1,0,"7/19/2017","9:58"
"170721-28","1",5,"L","L","mean","comp",0,1,"7/19/2017","9:58"
"170721-28","1",6,"L","R","polite","play",0,1,"7/19/2017","9:58"
"170721-28","1",7,"L","R","nice","play",0,1,"7/19/2017","9:58"
"170721-28","1",8,"R","L","mean","play",1,1,"7/19/2017","9:58"
"170721-28","1",9,"R","R","rude","comp",0,1,"7/19/2017","9:58"
"170721-28","1",10,"L","R","polite","comp",1,0,"7/19/2017","9:58"
"170721-28","1",11,"R","L","rude","play",1,0,"7/19/2017","9:58"
"170721-28","1",12,"R","L","rude","comp",0,1,"7/19/2017","9:58"
"170721-29","1",0,"L","R","mean","nice",1,1,"7/21/2017","10:57"
"170721-29","1",1,"R","L","polite","play",0,1,"7/21/2017","10:57"
"170721-29","1",2,"L","R","nice","comp",1,0,"7/21/2017","10:57"
"170721-29","1",3,"L","R","mean","play",1,1,"7/21/2017","10:57"
"170721-29","1",4,"R","L","nice","comp",1,0,"7/21/2017","10:57"
"170721-29","1",5,"R","L","mean","comp",1,1,"7/21/2017","10:57"
"170721-29","1",6,"R","L","polite","play",1,0,"7/21/2017","10:57"
"170721-29","1",7,"R","L","nice","play",1,0,"7/21/2017","10:57"
"170721-29","1",8,"R","L","mean","play",1,1,"7/21/2017","10:57"
"170721-29","1",9,"L","R","rude","comp",1,1,"7/21/2017","10:57"
"170721-29","1",10,"L","R","polite","comp",1,0,"7/21/2017","10:57"
"170721-29","1",11,"R","L","rude","play",1,1,"7/21/2017","10:57"
"170721-29","1",12,"L","R","rude","comp",1,1,"7/21/2017","10:57"
"170726-30","1",0,"L","R","mean","nice",1,1,"7/26/2017","14:07"
"170726-30","1",1,"L","R","polite","play",1,0,"7/26/2017","14:07"
"170726-30","1",2,"L","R","nice","comp",1,0,"7/26/2017","14:07"
"170726-30","1",3,"R","L","mean","play",0,0,"7/26/2017","14:07"
"170726-30","1",4,"R","L","nice","comp",1,0,"7/26/2017","14:07"
"170726-30","1",5,"R","L","mean","comp",1,1,"7/26/2017","14:07"
"170726-30","1",6,"R","L","polite","play",1,0,"7/26/2017","14:07"
"170726-30","1",7,"L","R","nice","play",0,1,"7/26/2017","14:07"
"170726-30","1",8,"L","R","mean","play",0,0,"7/26/2017","14:07"
"170726-30","1",9,"L","R","rude","comp",1,1,"7/26/2017","14:07"
"170726-30","1",10,"L","R","polite","comp",1,0,"7/26/2017","14:07"
"170726-30","1",11,"L","R","rude","play",0,0,"7/26/2017","14:07"
"170726-30","1",12,"L","R","rude","comp",1,1,"7/26/2017","14:07"
"170729-31","2",0,"R","L","mean","nice",1,1,"7/28/2017","14:07"
"170729-31","2",1,"R","L","polite","comp",1,0,"7/28/2017","14:07"
"170729-31","2",2,"L","L","rude","play",1,0,"7/28/2017","14:07"
"170729-31","2",3,"L","R","mean","play",0,0,"7/28/2017","14:07"
"170729-31","2",4,"R","L","nice","play",1,0,"7/28/2017","14:07"
"170729-31","2",5,"L","R","rude","undefined",0,0,"7/28/2017","14:07"
"170729-31","2",6,"L","R","polite","comp",1,0,"7/28/2017","14:07"
"170729-31","2",7,"R","L","rude","comp",1,1,"7/28/2017","14:07"
"170729-31","2",8,"R","R","nice","play",1,1,"7/28/2017","14:07"
"170729-31","2",9,"R","L","mean","comp",1,1,"7/28/2017","14:07"
"170729-31","2",10,"R","R","nice","comp",0,0,"7/28/2017","14:07"
"170729-31","2",11,"R","L","mean","play",0,0,"7/28/2017","14:07"
"170729-31","2",12,"R","R","polite","comp",1,1,"7/28/2017","14:07"
"170804-32","2",0,"R","L","mean","nice",1,1,"8/4/2017","0:08"
"170804-32","2",1,"L","R","polite","comp",0,1,"8/4/2017","0:08"
"170804-32","2",2,"R","L","rude","play",0,0,"8/4/2017","0:08"
"170804-32","2",3,"R","R","mean","play",1,0,"8/4/2017","0:08"
