170310-01,1,0,L,R,3/10/2017,9:46
170310-01,1,1,L,R,3/10/2017,9:46
170310-01,1,2,L,L,3/10/2017,9:46
170310-01,1,3,L,R,3/10/2017,9:46
170310-01,1,4,L,R,3/10/2017,9:46
170310-01,1,5,L,R,3/10/2017,9:46
170310-01,1,6,R,R,3/10/2017,9:46
170310-01,1,7,L,R,3/10/2017,9:46
170310-01,1,8,R,L,3/10/2017,9:46
170310-01,1,9,R,L,3/10/2017,9:46
170310-01,1,10,L,R,3/10/2017,9:46
170310-01,1,11,R,R,3/10/2017,9:46
