170228-05,2,0,R,L,mean,nice,1,1,2/28/2017,15:20
170228-05,2,1,R,L,polite,comp,1,0,2/28/2017,15:20
170228-05,2,2,L,R,rude,play,1,1,2/28/2017,15:20
170228-05,2,3,R,L,mean,play,1,1,2/28/2017,15:20
170228-05,2,4,R,R,nice,play,1,1,2/28/2017,15:20
170228-05,2,5,L,R,rude,undefined,0,0,2/28/2017,15:20
170228-05,2,6,L,L,polite,comp,1,1,2/28/2017,15:20
170228-05,2,7,R,L,rude,comp,1,1,2/28/2017,15:20
170228-05,2,8,R,R,nice,play,1,1,2/28/2017,15:20
170228-05,2,9,R,L,mean,comp,1,1,2/28/2017,15:20
170228-05,2,10,L,L,nice,comp,1,1,2/28/2017,15:20
170228-05,2,11,L,R,mean,play,1,1,2/28/2017,15:20
170228-05,2,12,R,R,polite,comp,1,1,2/28/2017,15:20
