180205-03,2,0,L,R,mean,nice,0,0,2/5/2018,9:21
180205-03,2,1,L,NA,polite,nice,0,NA,2/5/2018,9:21
180205-03,2,2,R,NA,rude,nice,0,NA,2/5/2018,9:21
180205-03,2,3,R,NA,rude,nice,1,NA,2/5/2018,9:21
180205-03,2,4,R,NA,polite,nice,1,NA,2/5/2018,9:21
180205-03,2,5,R,NA,rude,nice,1,NA,2/5/2018,9:21
180205-03,2,6,L,NA,polite,nice,1,NA,2/5/2018,9:21
180205-03,2,7,L,NA,rude,nice,0,NA,2/5/2018,9:21
180205-03,2,8,R,NA,polite,nice,1,NA,2/5/2018,9:21
180205-03,2,9,R,NA,rude,nice,1,NA,2/5/2018,9:21
180205-03,2,10,R,NA,polite,nice,0,NA,2/5/2018,9:21
180205-03,2,11,R,NA,rude,nice,0,NA,2/5/2018,9:21
180205-03,2,12,R,NA,polite,nice,1,NA,2/5/2018,9:21
