180202-01,1,0,L,R,mean,nice,1,1,2/2/2018,8:45
180202-01,1,1,R,NA,polite,nice,0,NA,2/2/2018,8:45
180202-01,1,2,R,NA,nice,nice,0,NA,2/2/2018,8:45
180202-01,1,3,R,NA,mean,nice,0,NA,2/2/2018,8:45
180202-01,1,4,R,NA,nice,nice,1,NA,2/2/2018,8:45
180202-01,1,5,L,NA,mean,nice,0,NA,2/2/2018,8:45
180202-01,1,6,R,NA,polite,nice,1,NA,2/2/2018,8:45
180202-01,1,7,R,NA,nice,nice,1,NA,2/2/2018,8:45
180202-01,1,8,R,NA,mean,nice,1,NA,2/2/2018,8:45
180202-01,1,9,R,NA,rude,nice,0,NA,2/2/2018,8:45
180202-01,1,10,L,NA,polite,nice,1,NA,2/2/2018,8:45
180202-01,1,11,R,NA,rude,nice,1,NA,2/2/2018,8:45
180202-01,1,12,R,NA,rude,nice,0,NA,2/2/2018,8:45
