180207-03,2,0,R,L,mean,nice,1,1,2/7/2018,9:37
180207-03,2,1,L,NA,polite,nice,0,NA,2/7/2018,9:37
180207-03,2,2,L,NA,rude,nice,1,NA,2/7/2018,9:37
180207-03,2,3,R,NA,rude,nice,1,NA,2/7/2018,9:37
180207-03,2,4,R,NA,polite,nice,1,NA,2/7/2018,9:37
180207-03,2,5,L,NA,rude,nice,0,NA,2/7/2018,9:37
180207-03,2,6,L,NA,polite,nice,1,NA,2/7/2018,9:37
180207-03,2,7,R,NA,rude,nice,1,NA,2/7/2018,9:37
180207-03,2,8,R,NA,polite,nice,1,NA,2/7/2018,9:37
180207-03,2,9,L,NA,rude,nice,0,NA,2/7/2018,9:37
180207-03,2,10,L,NA,polite,nice,1,NA,2/7/2018,9:37
180207-03,2,11,L,NA,rude,nice,1,NA,2/7/2018,9:37
180207-03,2,12,R,NA,polite,nice,1,NA,2/7/2018,9:37
