180524-03,2,0,L,L,mean,nice,0,1,5/24/2018,9:40
180524-03,2,1,L,NA,polite,nice,0,NA,5/24/2018,9:40
180524-03,2,2,L,NA,rude,nice,1,NA,5/24/2018,9:40
180524-03,2,3,L,NA,rude,nice,0,NA,5/24/2018,9:40
180524-03,2,4,L,NA,polite,nice,0,NA,5/24/2018,9:40
180524-03,2,5,L,NA,rude,nice,0,NA,5/24/2018,9:40
180524-03,2,6,L,NA,polite,nice,1,NA,5/24/2018,9:40
180524-03,2,7,L,NA,rude,nice,0,NA,5/24/2018,9:40
180524-03,2,8,R,NA,polite,nice,1,NA,5/24/2018,9:40
180524-03,2,9,R,NA,rude,nice,1,NA,5/24/2018,9:40
180524-03,2,10,R,NA,polite,nice,0,NA,5/24/2018,9:40
180524-03,2,11,R,NA,rude,nice,0,NA,5/24/2018,9:40
180524-03,2,12,R,NA,polite,nice,1,NA,5/24/2018,9:40
